"order_number","sales_channel","warehouse_code","procured_date","order_date","ship_date","delivery_date","currency_code","sales_team_id","customer_id","store_id","product_id","order_quantity","discount_applied","unit_cost","unit_price"
"SO - 0006763","In-Store","WARE-MKL1006","10/3/20","27/7/20","21/8/20","23/8/20","USD",1,4,350,23,7,0.1,"1755.07","2700.10"
"SO - 0006764","In-Store","WARE-NBV1002","10/3/20","27/7/20","14/8/20","21/8/20","USD",3,16,85,22,3,0.075,"3469.33","6545.90"
"SO - 0006765","Distributor","WARE-UHY1004","10/3/20","27/7/20","21/8/20","23/8/20","USD",22,6,207,24,8,0.05,"3000.33","5085.30"
"SO - 0006766","Online","WARE-MKL1006","10/3/20","27/7/20","6/8/20","9/8/20","USD",15,29,366,30,5,0.075,"433.96","850.9"
"SO - 0006767","Distributor","WARE-UHY1004","10/3/20","27/7/20","18/8/20","26/8/20","USD",20,14,217,1,5,0.05,"1269.25","1983.20"
"SO - 0006768","In-Store","WARE-UHY1004","10/3/20","27/7/20","18/8/20","24/8/20","USD",2,44,206,15,2,0.4,"2420.31","5500.70"
"SO - 0006769","Distributor","WARE-XYS1001","10/3/20","28/7/20","1/8/20","3/8/20","USD",22,13,31,43,7,0.05,"3337.40","3973.10"
"SO - 0006770","In-Store","WARE-NBV1002","10/3/20","28/7/20","10/8/20","13/8/20","USD",2,1,61,40,4,0.15,"2540.64","3175.80"
"SO - 0006771","Wholesale","WARE-NBV1002","10/3/20","28/7/20","11/8/20","21/8/20","USD",27,38,59,19,2,0.075,"1549.04","3872.60"
"SO - 0006772","In-Store","WARE-PUJ1005","10/3/20","28/7/20","13/8/20","14/8/20","USD",3,20,325,14,7,0.05,"2773.80","3698.40"
"SO - 0006773","Distributor","WARE-NMK1003","10/3/20","28/7/20","11/8/20","20/8/20","USD",22,4,95,38,5,0.05,"2555.11","3041.80"
"SO - 0006774","In-Store","WARE-NMK1003","10/3/20","29/7/20","13/8/20","16/8/20","USD",3,37,158,43,7,0.05,"2459.37","5232.70"
"SO - 0006775","In-Store","WARE-NBV1002","10/3/20","29/7/20","26/8/20","29/8/20","USD",7,14,86,7,1,0.1,"679.38","1045.20"
"SO - 0006776","Online","WARE-NMK1003","10/3/20","29/7/20","9/8/20","16/8/20","USD",19,45,108,25,8,0.1,"96.48","214.4"
"SO - 0006777","In-Store","WARE-NMK1003","10/3/20","29/7/20","1/8/20","7/8/20","USD",4,26,146,7,3,0.05,"446.49","911.2"
"SO - 0006778","Wholesale","WARE-NBV1002","10/3/20","29/7/20","13/8/20","17/8/20","USD",28,37,67,4,8,0.3,"879.38","1172.50"
"SO - 0006779","Online","WARE-PUJ1005","10/3/20","29/7/20","24/8/20","26/8/20","USD",15,26,264,16,3,0.05,"706.31","1681.70"
"SO - 0006780","Wholesale","WARE-PUJ1005","18/6/20","29/7/20","24/8/20","30/8/20","USD",26,37,322,8,1,0.075,"1688.27","3926.20"
"SO - 0006781","In-Store","WARE-PUJ1005","10/3/20","29/7/20","19/8/20","23/8/20","USD",8,32,284,37,6,0.1,"582.36","1098.80"
"SO - 0006782","In-Store","WARE-MKL1006","10/3/20","29/7/20","2/8/20","6/8/20","USD",9,35,336,42,6,0.05,"4826.95","5815.60"
"SO - 0006783","Online","WARE-NBV1002","10/3/20","30/7/20","27/8/20","3/9/20","USD",18,48,66,3,6,0.075,"1626.63","2666.60"
"SO - 0006784","Online","WARE-PUJ1005","10/3/20","30/7/20","23/8/20","2/9/20","USD",14,35,281,29,5,0.05,"621.43","1172.50"
"SO - 0006785","Wholesale","WARE-UHY1004","10/3/20","30/7/20","25/8/20","28/8/20","USD",28,7,210,36,8,0.4,"801.99","1273.00"
"SO - 0006786","In-Store","WARE-NMK1003","10/3/20","30/7/20","12/8/20","17/8/20","USD",2,14,143,8,3,0.4,"177.95","214.4"
"SO - 0006787","Distributor","WARE-NMK1003","10/3/20","30/7/20","9/8/20","17/8/20","USD",25,9,150,38,8,0.05,"2717.52","3484.00"
"SO - 0006788","Online","WARE-NMK1003","10/3/20","30/7/20","6/8/20","8/8/20","USD",18,20,138,46,1,0.05,"1195.01","2438.80"
"SO - 0006789","Online","WARE-XYS1001","10/3/20","30/7/20","19/8/20","23/8/20","USD",12,12,35,6,3,0.4,"4678.07","5775.40"
"SO - 0006790","Online","WARE-XYS1001","10/3/20","30/7/20","17/8/20","21/8/20","USD",14,33,1,44,1,0.1,"1696.84","2532.60"
"SO - 0006791","Distributor","WARE-NMK1003","10/3/20","30/7/20","15/8/20","18/8/20","USD",23,13,99,12,6,0.075,"3604.67","5380.10"
"SO - 0006792","Online","WARE-MKL1006","10/3/20","30/7/20","2/8/20","10/8/20","USD",13,46,345,36,1,0.4,"77.05","167.5"
"SO - 0006793","Wholesale","WARE-NBV1002","18/6/20","30/7/20","20/8/20","26/8/20","USD",27,38,81,32,6,0.075,"3043.81","3953.00"
"SO - 0006794","Wholesale","WARE-NMK1003","10/3/20","30/7/20","15/8/20","25/8/20","USD",26,12,163,38,4,0.15,"492.45","1172.50"
"SO - 0006795","Online","WARE-PUJ1005","10/3/20","31/7/20","28/8/20","7/9/20","USD",19,23,281,14,5,0.1,"933.98","1098.80"
"SO - 0006796","Online","WARE-NMK1003","10/3/20","31/7/20","20/8/20","26/8/20","USD",19,35,95,39,6,0.15,"4416.10","5735.20"
"SO - 0006797","Online","WARE-XYS1001","10/3/20","31/7/20","13/8/20","20/8/20","USD",15,18,35,7,8,0.15,"3589.19","6525.80"
"SO - 0006798","In-Store","WARE-UHY1004","18/6/20","31/7/20","6/8/20","12/8/20","USD",5,36,210,29,5,0.05,"855.46","1018.40"
"SO - 0006799","Online","WARE-NMK1003","10/3/20","31/7/20","27/8/20","5/9/20","USD",12,14,135,16,1,0.075,"2937.82","3497.40"
"SO - 0006800","In-Store","WARE-PUJ1005","10/3/20","1/8/20","9/8/20","17/8/20","USD",3,36,268,27,6,0.075,"1058.06","2519.20"
"SO - 0006801","In-Store","WARE-XYS1001","10/3/20","1/8/20","10/8/20","17/8/20","USD",3,14,35,31,4,0.15,"621.76","1072.00"
"SO - 0006802","Distributor","WARE-UHY1004","10/3/20","1/8/20","29/8/20","30/8/20","USD",22,19,210,8,4,0.3,"895.05","1226.10"
"SO - 0006803","Online","WARE-UHY1004","18/6/20","1/8/20","28/8/20","2/9/20","USD",20,24,219,35,3,0.2,"835.49","1943.00"
"SO - 0006804","In-Store","WARE-UHY1004","18/6/20","2/8/20","17/8/20","26/8/20","USD",5,41,221,20,3,0.05,"1234.94","1715.20"
"SO - 0006805","Online","WARE-XYS1001","10/3/20","2/8/20","21/8/20","25/8/20","USD",15,48,13,11,3,0.05,"1765.05","2385.20"
"SO - 0006806","Distributor","WARE-NMK1003","18/6/20","2/8/20","5/8/20","14/8/20","USD",25,25,122,17,8,0.05,"2903.45","6452.10"
"SO - 0006807","Online","WARE-PUJ1005","10/3/20","2/8/20","26/8/20","3/9/20","USD",14,37,312,31,1,0.075,"1343.08","1721.90"
"SO - 0006808","Distributor","WARE-NMK1003","10/3/20","2/8/20","12/8/20","17/8/20","USD",25,20,184,23,4,0.05,"2978.82","3819.00"
"SO - 0006809","Online","WARE-UHY1004","10/3/20","2/8/20","30/8/20","1/9/20","USD",14,17,220,38,3,0.075,"116.58","201"
"SO - 0006810","In-Store","WARE-XYS1001","18/6/20","2/8/20","18/8/20","26/8/20","USD",1,11,32,23,8,0.2,"2463.26","5473.90"
"SO - 0006811","In-Store","WARE-NMK1003","18/6/20","3/8/20","12/8/20","20/8/20","USD",10,12,176,47,2,0.1,"1784.48","3879.30"
"SO - 0006812","Online","WARE-NBV1002","18/6/20","3/8/20","23/8/20","2/9/20","USD",17,14,70,28,3,0.05,"3132.12","6023.30"
"SO - 0006813","Online","WARE-XYS1001","10/3/20","3/8/20","28/8/20","30/8/20","USD",20,2,27,15,5,0.1,"2929.58","5326.50"
"SO - 0006814","Online","WARE-NMK1003","18/6/20","3/8/20","29/8/20","30/8/20","USD",15,26,115,38,4,0.1,"155.71","187.6"
"SO - 0006815","Distributor","WARE-XYS1001","10/3/20","3/8/20","22/8/20","1/9/20","USD",23,29,42,35,6,0.05,"1600.97","3557.70"
"SO - 0006816","Distributor","WARE-UHY1004","18/6/20","3/8/20","23/8/20","31/8/20","USD",23,42,213,18,7,0.05,"125.42","261.3"
"SO - 0006817","Online","WARE-NMK1003","10/3/20","3/8/20","25/8/20","1/9/20","USD",16,46,99,3,3,0.05,"2839.46","5460.50"
"SO - 0006818","Online","WARE-PUJ1005","18/6/20","3/8/20","29/8/20","3/9/20","USD",20,23,320,21,4,0.1,"154.17","261.3"
"SO - 0006819","In-Store","WARE-NMK1003","10/3/20","3/8/20","14/8/20","15/8/20","USD",1,5,91,20,6,0.2,"792.95","1762.10"
"SO - 0006820","In-Store","WARE-XYS1001","18/6/20","4/8/20","24/8/20","3/9/20","USD",5,20,3,40,3,0.075,"515.57","1145.70"
"SO - 0006821","Distributor","WARE-PUJ1005","10/3/20","4/8/20","10/8/20","14/8/20","USD",25,3,276,20,4,0.1,"2176.16","2720.20"
"SO - 0006822","Distributor","WARE-NMK1003","18/6/20","4/8/20","28/8/20","5/9/20","USD",24,38,142,18,2,0.2,"2613.00","4020.00"
"SO - 0006823","Online","WARE-XYS1001","18/6/20","4/8/20","21/8/20","27/8/20","USD",16,13,23,42,2,0.1,"911.74","1085.40"
"SO - 0006824","Distributor","WARE-PUJ1005","10/3/20","4/8/20","11/8/20","13/8/20","USD",25,46,271,47,3,0.075,"1108.45","2358.40"
"SO - 0006825","Distributor","WARE-NMK1003","10/3/20","4/8/20","29/8/20","8/9/20","USD",24,35,103,32,1,0.05,"1199.30","2398.60"
"SO - 0006826","Wholesale","WARE-PUJ1005","10/3/20","4/8/20","12/8/20","13/8/20","USD",26,26,328,38,7,0.15,"2152.71","3986.50"
"SO - 0006827","Distributor","WARE-NMK1003","10/3/20","4/8/20","6/8/20","16/8/20","USD",20,18,187,15,4,0.075,"1773.76","2860.90"
"SO - 0006828","In-Store","WARE-PUJ1005","18/6/20","4/8/20","27/8/20","30/8/20","USD",8,42,272,38,1,0.075,"2253.21","3819.00"
"SO - 0006829","In-Store","WARE-NMK1003","18/6/20","4/8/20","28/8/20","4/9/20","USD",7,29,188,8,7,0.1,"972.97","1835.80"
"SO - 0006830","In-Store","WARE-PUJ1005","10/3/20","4/8/20","19/8/20","29/8/20","USD",1,10,271,35,4,0.4,"804.8","1045.20"
"SO - 0006831","Distributor","WARE-UHY1004","10/3/20","5/8/20","31/8/20","8/9/20","USD",21,23,229,24,6,0.075,"563.81","1105.50"
"SO - 0006832","Online","WARE-UHY1004","10/3/20","5/8/20","8/8/20","10/8/20","USD",18,10,257,22,4,0.1,"2856.34","3912.80"
"SO - 0006833","In-Store","WARE-MKL1006","18/6/20","5/8/20","15/8/20","16/8/20","USD",5,31,350,34,7,0.075,"2142.66","2613.00"
"SO - 0006834","Online","WARE-UHY1004","10/3/20","5/8/20","21/8/20","31/8/20","USD",16,50,256,38,4,0.05,"2431.30","3859.20"
"SO - 0006835","Online","WARE-XYS1001","10/3/20","5/8/20","25/8/20","28/8/20","USD",16,34,48,19,6,0.15,"2661.98","3973.10"
"SO - 0006836","In-Store","WARE-NMK1003","18/6/20","6/8/20","15/8/20","17/8/20","USD",7,4,103,35,8,0.3,"2521.55","3879.30"
"SO - 0006837","Online","WARE-NBV1002","10/3/20","6/8/20","31/8/20","6/9/20","USD",16,31,64,11,2,0.05,"75.04","187.6"
"SO - 0006838","In-Store","WARE-NMK1003","10/3/20","6/8/20","3/9/20","12/9/20","USD",4,11,143,16,6,0.05,"2020.72","2525.90"
"SO - 0006839","Online","WARE-NMK1003","18/6/20","6/8/20","28/8/20","3/9/20","USD",18,26,88,37,3,0.05,"1575.84","1876.00"
"SO - 0006840","Online","WARE-UHY1004","10/3/20","6/8/20","11/8/20","17/8/20","USD",19,12,237,39,6,0.075,"1329.21","2606.30"
"SO - 0006841","In-Store","WARE-NMK1003","18/6/20","6/8/20","20/8/20","27/8/20","USD",12,21,91,29,4,0.075,"2864.25","3819.00"
"SO - 0006842","Online","WARE-MKL1006","10/3/20","6/8/20","19/8/20","29/8/20","USD",14,10,332,34,6,0.05,"3051.85","6103.70"
"SO - 0006843","In-Store","WARE-PUJ1005","10/3/20","6/8/20","14/8/20","17/8/20","USD",6,32,274,18,3,0.1,"2084.44","3932.90"
"SO - 0006844","Online","WARE-NBV1002","10/3/20","7/8/20","23/8/20","1/9/20","USD",14,48,82,5,6,0.1,"610.64","984.9"
"SO - 0006845","Distributor","WARE-NMK1003","18/6/20","7/8/20","15/8/20","21/8/20","USD",25,11,169,41,2,0.1,"840.45","1313.20"
"SO - 0006846","Online","WARE-UHY1004","10/3/20","7/8/20","25/8/20","27/8/20","USD",18,9,254,43,1,0.075,"770.63","1085.40"
"SO - 0006847","Online","WARE-NMK1003","10/3/20","7/8/20","17/8/20","27/8/20","USD",13,42,132,3,3,0.15,"2390.56","2988.20"
"SO - 0006848","Wholesale","WARE-PUJ1005","10/3/20","7/8/20","1/9/20","9/9/20","USD",27,12,262,23,4,0.075,"672.01","790.6"
"SO - 0006849","Distributor","WARE-NMK1003","18/6/20","7/8/20","19/8/20","20/8/20","USD",25,6,97,27,5,0.05,"1549.11","2458.90"
"SO - 0006850","In-Store","WARE-UHY1004","10/3/20","7/8/20","23/8/20","26/8/20","USD",9,33,261,16,8,0.1,"1203.52","1695.10"
"SO - 0006851","In-Store","WARE-NMK1003","18/6/20","7/8/20","16/8/20","19/8/20","USD",11,9,96,19,3,0.075,"3662.42","6425.30"
"SO - 0006852","In-Store","WARE-NMK1003","10/3/20","7/8/20","28/8/20","5/9/20","USD",8,6,134,42,2,0.05,"477.38","837.5"
"SO - 0006853","Distributor","WARE-NMK1003","10/3/20","8/8/20","10/8/20","16/8/20","USD",25,48,175,21,1,0.075,"3325.88","3912.80"
"SO - 0006854","Distributor","WARE-PUJ1005","10/3/20","8/8/20","11/8/20","15/8/20","USD",24,44,300,44,6,0.15,"1395.07","2405.30"
"SO - 0006855","Online","WARE-MKL1006","18/6/20","8/8/20","15/8/20","21/8/20","USD",17,26,352,19,1,0.05,"814.39","958.1"
"SO - 0006856","Online","WARE-NMK1003","10/3/20","8/8/20","11/8/20","13/8/20","USD",19,21,178,37,2,0.2,"644.54","991.6"
"SO - 0006857","Distributor","WARE-PUJ1005","18/6/20","8/8/20","1/9/20","9/9/20","USD",24,22,272,10,2,0.1,"4010.62","5494.00"
"SO - 0006858","Distributor","WARE-NMK1003","10/3/20","8/8/20","2/9/20","8/9/20","USD",23,29,146,22,5,0.075,"628.73","911.2"
"SO - 0006859","Online","WARE-NMK1003","10/3/20","8/8/20","16/8/20","21/8/20","USD",12,7,125,27,8,0.1,"1665.22","3872.60"
"SO - 0006860","In-Store","WARE-NBV1002","18/6/20","9/8/20","6/9/20","15/9/20","USD",5,26,76,15,6,0.075,"2221.05","2613.00"
"SO - 0006861","Online","WARE-NBV1002","10/3/20","9/8/20","26/8/20","1/9/20","USD",15,21,81,40,4,0.05,"2427.68","3678.30"
"SO - 0006862","Online","WARE-NMK1003","18/6/20","9/8/20","26/8/20","28/8/20","USD",14,3,100,6,2,0.05,"1069.32","1273.00"
"SO - 0006863","In-Store","WARE-XYS1001","10/3/20","9/8/20","30/8/20","6/9/20","USD",11,39,8,4,4,0.1,"755.76","944.7"
"SO - 0006864","In-Store","WARE-NMK1003","18/6/20","9/8/20","26/8/20","1/9/20","USD",10,30,184,19,8,0.075,"2519.94","3999.90"
"SO - 0006865","Wholesale","WARE-UHY1004","18/6/20","9/8/20","3/9/20","9/9/20","USD",28,22,206,41,3,0.05,"1365.73","2438.80"
"SO - 0006866","In-Store","WARE-PUJ1005","10/3/20","9/8/20","24/8/20","30/8/20","USD",8,20,302,19,3,0.05,"209.04","261.3"
"SO - 0006867","Distributor","WARE-MKL1006","10/3/20","10/8/20","23/8/20","27/8/20","USD",22,38,336,20,6,0.05,"2573.60","3899.40"
"SO - 0006868","Online","WARE-NMK1003","10/3/20","10/8/20","28/8/20","1/9/20","USD",13,48,166,11,5,0.1,"546.05","1092.10"
"SO - 0006869","In-Store","WARE-XYS1001","18/6/20","10/8/20","23/8/20","2/9/20","USD",12,34,31,4,1,0.075,"2172.88","5299.70"
"SO - 0006870","In-Store","WARE-NMK1003","18/6/20","11/8/20","25/8/20","29/8/20","USD",7,48,143,1,4,0.075,"700.28","1045.20"
"SO - 0006871","Online","WARE-XYS1001","18/6/20","11/8/20","23/8/20","25/8/20","USD",14,25,20,4,8,0.05,"690.7","1132.30"
"SO - 0006872","Online","WARE-PUJ1005","10/3/20","11/8/20","28/8/20","7/9/20","USD",18,35,278,44,2,0.075,"1718.55","2291.40"
"SO - 0006873","Wholesale","WARE-NMK1003","18/6/20","11/8/20","15/8/20","21/8/20","USD",28,45,91,15,2,0.075,"430.41","978.2"
"SO - 0006874","In-Store","WARE-MKL1006","10/3/20","11/8/20","19/8/20","25/8/20","USD",7,12,336,22,7,0.075,"1912.31","2693.40"
"SO - 0006875","In-Store","WARE-UHY1004","10/3/20","11/8/20","2/9/20","4/9/20","USD",10,8,250,24,5,0.05,"509.54","783.9"
"SO - 0006876","Online","WARE-NMK1003","10/3/20","11/8/20","16/8/20","22/8/20","USD",19,29,186,28,2,0.1,"623.77","891.1"
"SO - 0006877","In-Store","WARE-NMK1003","18/6/20","11/8/20","24/8/20","25/8/20","USD",11,43,127,34,5,0.15,"1116.22","2278.00"
"SO - 0006878","In-Store","WARE-PUJ1005","10/3/20","11/8/20","19/8/20","29/8/20","USD",2,37,304,19,7,0.1,"1448.81","2733.60"
"SO - 0006879","In-Store","WARE-UHY1004","18/6/20","11/8/20","2/9/20","8/9/20","USD",9,33,210,25,6,0.3,"422.57","797.3"
"SO - 0006880","Online","WARE-NBV1002","10/3/20","11/8/20","1/9/20","9/9/20","USD",18,10,72,17,1,0.1,"497.48","1105.50"
"SO - 0006881","Wholesale","WARE-NMK1003","18/6/20","12/8/20","26/8/20","30/8/20","USD",28,44,169,4,2,0.075,"516.44","1259.60"
"SO - 0006882","Distributor","WARE-NBV1002","18/6/20","12/8/20","18/8/20","20/8/20","USD",25,20,70,25,6,0.05,"570.3","1018.40"
"SO - 0006883","In-Store","WARE-UHY1004","10/3/20","12/8/20","4/9/20","8/9/20","USD",7,42,223,36,4,0.05,"834.95","1246.20"
"SO - 0006884","In-Store","WARE-MKL1006","10/3/20","12/8/20","6/9/20","10/9/20","USD",4,17,361,1,5,0.075,"1484.79","1788.90"
"SO - 0006885","Wholesale","WARE-UHY1004","10/3/20","12/8/20","1/9/20","7/9/20","USD",27,30,247,21,3,0.1,"1988.09","3155.70"
"SO - 0006886","Wholesale","WARE-XYS1001","18/6/20","12/8/20","28/8/20","5/9/20","USD",25,50,29,36,7,0.1,"585.31","1125.60"
"SO - 0006887","Online","WARE-UHY1004","10/3/20","12/8/20","24/8/20","30/8/20","USD",20,47,223,17,2,0.2,"493.12","1072.00"
"SO - 0006888","Online","WARE-NBV1002","10/3/20","12/8/20","4/9/20","5/9/20","USD",14,33,79,26,8,0.15,"185.93","247.9"
"SO - 0006889","In-Store","WARE-NMK1003","18/6/20","12/8/20","7/9/20","16/9/20","USD",1,9,186,2,6,0.15,"1077.49","2505.80"
"SO - 0006890","Online","WARE-NMK1003","10/3/20","12/8/20","16/8/20","18/8/20","USD",13,48,88,21,6,0.1,"775.39","1092.10"
"SO - 0006891","In-Store","WARE-NMK1003","10/3/20","12/8/20","9/9/20","18/9/20","USD",3,12,153,4,7,0.05,"2999.93","3999.90"
"SO - 0006892","Online","WARE-NBV1002","10/3/20","12/8/20","31/8/20","1/9/20","USD",13,26,70,12,5,0.05,"633.49","1038.50"
"SO - 0006893","Distributor","WARE-UHY1004","18/6/20","13/8/20","1/9/20","7/9/20","USD",24,27,232,21,6,0.1,"2311.50","3852.50"
"SO - 0006894","In-Store","WARE-MKL1006","10/3/20","13/8/20","2/9/20","12/9/20","USD",1,17,352,46,2,0.05,"661.96","1018.40"
"SO - 0006895","In-Store","WARE-NBV1002","18/6/20","13/8/20","31/8/20","4/9/20","USD",6,5,79,28,5,0.075,"140.7","234.5"
"SO - 0006896","Distributor","WARE-NBV1002","10/3/20","13/8/20","22/8/20","1/9/20","USD",25,10,63,38,5,0.1,"778.67","998.3"
"SO - 0006897","Online","WARE-PUJ1005","18/6/20","13/8/20","21/8/20","30/8/20","USD",17,46,303,43,3,0.075,"1541.67","2613.00"
"SO - 0006898","Distributor","WARE-NBV1002","10/3/20","13/8/20","10/9/20","13/9/20","USD",25,6,83,28,7,0.4,"3283.94","5212.60"
"SO - 0006899","Online","WARE-XYS1001","18/6/20","13/8/20","8/9/20","16/9/20","USD",18,6,39,41,2,0.2,"498.41","1159.10"
"SO - 0006900","Wholesale","WARE-UHY1004","10/3/20","13/8/20","16/8/20","25/8/20","USD",27,12,238,35,2,0.1,"619.08","884.4"
"SO - 0006901","Online","WARE-NBV1002","18/6/20","14/8/20","11/9/20","13/9/20","USD",16,41,62,3,1,0.05,"1426.83","3242.80"
"SO - 0006902","Online","WARE-XYS1001","18/6/20","14/8/20","10/9/20","16/9/20","USD",17,38,41,27,5,0.1,"592.95","1005.00"
"SO - 0006903","Distributor","WARE-MKL1006","10/3/20","14/8/20","18/8/20","28/8/20","USD",23,29,350,3,1,0.075,"743.5","917.9"
"SO - 0006904","Online","WARE-PUJ1005","18/6/20","14/8/20","26/8/20","3/9/20","USD",13,3,317,11,4,0.2,"4110.45","5480.60"
"SO - 0006905","In-Store","WARE-NMK1003","18/6/20","14/8/20","19/8/20","27/8/20","USD",8,47,185,34,1,0.075,"938.4","1996.60"
"SO - 0006906","In-Store","WARE-NMK1003","10/3/20","14/8/20","22/8/20","25/8/20","USD",7,42,148,18,1,0.3,"2524.63","5152.30"
"SO - 0006907","In-Store","WARE-NMK1003","10/3/20","14/8/20","4/9/20","6/9/20","USD",3,9,161,20,5,0.075,"714.76","850.9"
"SO - 0006908","In-Store","WARE-UHY1004","10/3/20","14/8/20","30/8/20","9/9/20","USD",9,46,211,45,1,0.1,"1715.13","2485.70"
"SO - 0006909","Online","WARE-XYS1001","18/6/20","14/8/20","1/9/20","10/9/20","USD",20,31,48,8,4,0.075,"112.23","167.5"
"SO - 0006910","In-Store","WARE-NMK1003","10/3/20","14/8/20","7/9/20","13/9/20","USD",8,12,187,18,1,0.05,"824.1","1005.00"
"SO - 0006911","In-Store","WARE-NMK1003","10/3/20","15/8/20","18/8/20","28/8/20","USD",7,48,150,33,1,0.2,"3119.52","3899.40"
"SO - 0006912","Online","WARE-XYS1001","18/6/20","15/8/20","23/8/20","31/8/20","USD",12,1,21,18,2,0.15,"3359.92","3999.90"
"SO - 0006913","Distributor","WARE-PUJ1005","18/6/20","15/8/20","1/9/20","9/9/20","USD",25,18,282,16,4,0.075,"1271.12","1869.30"
"SO - 0006914","In-Store","WARE-UHY1004","10/3/20","15/8/20","27/8/20","31/8/20","USD",7,12,217,32,4,0.05,"2438.00","5540.90"
"SO - 0006915","Wholesale","WARE-NMK1003","18/6/20","15/8/20","10/9/20","18/9/20","USD",26,25,161,25,7,0.075,"158.79","201"
"SO - 0006916","Distributor","WARE-NMK1003","10/3/20","15/8/20","20/8/20","21/8/20","USD",24,43,143,6,5,0.1,"2223.86","3088.70"
"SO - 0006917","Online","WARE-PUJ1005","10/3/20","15/8/20","7/9/20","16/9/20","USD",17,32,275,34,1,0.075,"723.6","1005.00"
"SO - 0006918","Online","WARE-MKL1006","10/3/20","15/8/20","2/9/20","6/9/20","USD",12,10,351,2,7,0.05,"924.94","1681.70"
"SO - 0006919","Online","WARE-UHY1004","18/6/20","15/8/20","28/8/20","4/9/20","USD",19,21,246,12,1,0.15,"838.57","998.3"
"SO - 0006920","Wholesale","WARE-MKL1006","10/3/20","16/8/20","20/8/20","22/8/20","USD",28,47,352,34,2,0.4,"488.83","1018.40"
"SO - 0006921","In-Store","WARE-NMK1003","18/6/20","16/8/20","24/8/20","26/8/20","USD",11,3,177,46,8,0.05,"95.68","227.8"
"SO - 0006922","Distributor","WARE-UHY1004","10/3/20","16/8/20","25/8/20","2/9/20","USD",21,9,255,20,7,0.075,"112.36","261.3"
"SO - 0006923","In-Store","WARE-PUJ1005","10/3/20","16/8/20","2/9/20","4/9/20","USD",1,2,328,43,6,0.075,"2681.34","3886.00"
"SO - 0006924","In-Store","WARE-NBV1002","18/6/20","17/8/20","23/8/20","30/8/20","USD",7,32,82,26,5,0.05,"4177.58","5802.20"
"SO - 0006925","Distributor","WARE-XYS1001","18/6/20","17/8/20","23/8/20","28/8/20","USD",23,29,54,13,5,0.4,"627.05","1279.70"
"SO - 0006926","Wholesale","WARE-UHY1004","18/6/20","17/8/20","6/9/20","13/9/20","USD",28,3,212,19,8,0.075,"1725.38","2331.60"
"SO - 0006927","Wholesale","WARE-PUJ1005","18/6/20","17/8/20","30/8/20","8/9/20","USD",27,17,315,27,1,0.075,"3059.22","5098.70"
"SO - 0006928","Distributor","WARE-PUJ1005","10/3/20","17/8/20","26/8/20","31/8/20","USD",25,15,269,3,1,0.3,"1179.20","2680.00"
"SO - 0006929","In-Store","WARE-UHY1004","10/3/20","17/8/20","9/9/20","12/9/20","USD",2,10,239,29,3,0.05,"2239.94","2666.60"
"SO - 0006930","In-Store","WARE-NBV1002","18/6/20","17/8/20","9/9/20","18/9/20","USD",7,35,71,4,7,0.4,"1089.02","2592.90"
"SO - 0006931","In-Store","WARE-PUJ1005","10/3/20","17/8/20","26/8/20","31/8/20","USD",12,9,318,35,6,0.15,"474.63","1078.70"
"SO - 0006932","Wholesale","WARE-NMK1003","18/6/20","18/8/20","10/9/20","18/9/20","USD",27,34,147,9,8,0.05,"4322.30","6003.20"
"SO - 0006933","Online","WARE-PUJ1005","10/3/20","18/8/20","7/9/20","16/9/20","USD",17,33,308,21,8,0.1,"1524.52","2458.90"
"SO - 0006934","Online","WARE-NMK1003","18/6/20","18/8/20","31/8/20","2/9/20","USD",18,31,123,5,1,0.05,"2418.63","3839.10"
"SO - 0006935","In-Store","WARE-UHY1004","18/6/20","18/8/20","26/8/20","1/9/20","USD",10,35,218,12,7,0.4,"4869.23","6492.30"
"SO - 0006936","Distributor","WARE-MKL1006","10/3/20","18/8/20","6/9/20","16/9/20","USD",23,30,367,5,8,0.1,"2817.22","3912.80"
"SO - 0006937","In-Store","WARE-MKL1006","18/6/20","18/8/20","14/9/20","22/9/20","USD",7,34,340,29,3,0.05,"792.34","1085.40"
"SO - 0006938","In-Store","WARE-UHY1004","18/6/20","18/8/20","23/8/20","24/8/20","USD",10,28,238,4,3,0.05,"1911.91","3296.40"
"SO - 0006939","Distributor","WARE-NBV1002","10/3/20","18/8/20","31/8/20","10/9/20","USD",21,6,64,8,7,0.1,"3623.36","5661.50"
"SO - 0006940","Online","WARE-MKL1006","18/6/20","18/8/20","5/9/20","13/9/20","USD",16,37,350,7,1,0.3,"549.94","964.8"
"SO - 0006941","In-Store","WARE-NBV1002","10/3/20","19/8/20","28/8/20","31/8/20","USD",11,7,83,21,8,0.075,"1079.57","2633.10"
"SO - 0006942","Online","WARE-NMK1003","18/6/20","19/8/20","16/9/20","19/9/20","USD",17,34,189,3,8,0.075,"630.94","864.3"
"SO - 0006943","Wholesale","WARE-NMK1003","18/6/20","19/8/20","27/8/20","3/9/20","USD",28,31,192,5,4,0.05,"1095.85","2331.60"
"SO - 0006944","In-Store","WARE-NMK1003","10/3/20","19/8/20","24/8/20","26/8/20","USD",1,47,121,46,4,0.075,"709.13","844.2"
"SO - 0006945","Online","WARE-XYS1001","18/6/20","19/8/20","8/9/20","15/9/20","USD",18,35,34,8,8,0.05,"1677.14","3993.20"
