,index,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released_x,Actors,Year,Genre_x,Awards,Runtime,Type,Poster,imdbVotes,Error,Month,Week,English,USA,rating,title,Released_y,Movie,Genre_y,Budget,Revenue,Trailer,Adj_Revenue,Adj_Budget
2087,102059.0,"Parody of ""Top Gun"" in which a talented but unstable fighter pilot must overcome the ghosts of his father and save a mission sabotaged by greedy weapons manufacturers.",PG-13,True,English,Hot Shots!,USA,"Jim Abrahams, Pat Proft",,6.7,Jim Abrahams,1991-07-31,"Charlie Sheen, Cary Elwes, Valeria Golino, Lloyd Bridges",1991,"Action, Comedy, War",1 win.,84.0,movie,http://ia.media-imdb.com/images/M/MV5BMTQ4Mjg2NjY4NV5BMl5BanBnXkFtZTcwMjgwMDU1MQ@@._V1_SX300.jpg,60708.0,,7.0,31.0,1,1,1.0,Hot Shots!,1991-07-31,Hot Shots!,Comedy,,68267322.0,,118639070.52713224,
2088,1939659.0,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",R,True,English,Carrie,USA,"Lawrence D. Cohen (screenplay), Roberto Aguirre-Sacasa (screenplay), Stephen King (novel)",5.3,6.0,Kimberly Peirce,2013-10-18,"Julianne Moore, Chloë Grace Moretz, Gabriella Wilde, Portia Doubleday",2013,"Drama, Horror",1 win & 3 nominations.,100.0,movie,http://ia.media-imdb.com/images/M/MV5BMTc1MDIyOTkxN15BMl5BanBnXkFtZTgwMTU1NzEzMDE@._V1_SX300.jpg,57766.0,,10.0,42.0,1,1,3.0,Carrie,2013-10-18,Carrie,Horror,30000000.0,35266619.0,Play,35823460.352631584,30473684.210526317
2089,113347.0,Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.,PG-13,True,English,How to Make an American Quilt,USA,"Whitney Otto (novel), Jane Anderson (screenplay)",,6.1,Jocelyn Moorhouse,1995-10-06,"Kaelynn Craddick, Sara Craddick, Kate Capshaw, Adam Baldwin",1995,"Comedy, Drama, Romance",4 nominations.,109.0,movie,http://ia.media-imdb.com/images/M/MV5BNzY3NTQ0NTM0NV5BMl5BanBnXkFtZTcwODkwMzgxMQ@@._V1_SX300.jpg,7266.0,,10.0,40.0,1,1,3.0,How to Make an American Quilt,1995-10-06,How to Make an American Quilt,Drama,,23600020.0,,36729356.4758483,
2090,434409.0,"In a future British tyranny, a shadowy freedom fighter plots to overthrow it with the help of a young woman.",R,True,English,V for Vendetta,"USA, UK, Germany","Andy Wachowski (screenplay), Lana Wachowski (screenplay), David Lloyd (graphic novel art)",6.2,8.2,James McTeigue,2006-03-17,"Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry",2006,"Action, Sci-Fi, Thriller",4 wins & 17 nominations.,132.0,movie,http://ia.media-imdb.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_SX300.jpg,557149.0,,3.0,11.0,1,0,3.0,V for Vendetta,2006-03-17,V for Vendetta,Action,50000000.0,70511035.0,,83175286.2484115,58980332.8290469
2091,1231587.0,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.",R,True,"English, Russian",Hot Tub Time Machine,USA,"Josh Heald (screenplay), Sean Anders (screenplay), John Morris (screenplay), Josh Heald (story)",6.3,6.5,Steve Pink,2010-03-26,"John Cusack, Clark Duke, Craig Robinson, Rob Corddry",2010,"Adventure, Comedy, Sci-Fi",2 nominations.,101.0,movie,http://ia.media-imdb.com/images/M/MV5BMTQwMjExODA4Ml5BMl5BanBnXkFtZTcwNTYwMDYxMw@@._V1_SX300.jpg,110486.0,,3.0,12.0,0,1,1.0,Hot Tub Time Machine,2010-03-26,Hot Tub Time Machine,Comedy,36000000.0,50269859.0,Play,54266865.74572539,38862395.99053012
2092,486655.0,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",PG-13,True,English,Stardust,"UK, USA, Iceland","Jane Goldman (screenplay), Matthew Vaughn (screenplay), Neil Gaiman (novel)",6.6,7.8,Matthew Vaughn,2007-08-10,"Ian McKellen, Bimbo Hart, Alastair MacIntosh, David Kelly",2007,"Adventure, Family, Fantasy",4 wins & 3 nominations.,127.0,movie,http://ia.media-imdb.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_SX300.jpg,173241.0,,8.0,32.0,1,0,3.0,Stardust,2007-08-10,Stardust,Adventure,70000000.0,38634938.0,,44647311.26594736,80893407.63576002
2093,1839492.0,"A novelist struggling with writer's block finds romance in a most unusual way: by creating a female character he thinks will love him, then willing her into existence.",R,True,"English, French",Ruby Sparks,USA,Zoe Kazan,6.7,7.2,"Jonathan Dayton, Valerie Faris",2012-09-06,"Paul Dano, Zoe Kazan, Chris Messina, Annette Bening",2012,"Comedy, Drama, Fantasy",6 nominations.,104.0,movie,http://ia.media-imdb.com/images/M/MV5BMjE2OTM5OTUyOF5BMl5BanBnXkFtZTcwODI4Nzg3Nw@@._V1_SX300.jpg,54531.0,,9.0,36.0,0,1,3.0,Ruby Sparks,2012-07-25,Ruby Sparks,Romantic Comedy,,2540106.0,Play,2621363.841334128,
2094,89208.0,"Janey is new in town, and soon meets Lynne, who shares her passion for dancing in general, and ""Dance TV"" in particular. When a competition is announced to find a new Dance TV regular ...",PG,True,English,Girls Just Want to Have Fun,USA,Amy Spies,,5.9,Alan Metter,1985-04-12,"Sarah Jessica Parker, Biff Yeager, Lee Montgomery, Kristi Somers",1985,"Comedy, Music, Romance",N/A,90.0,movie,http://ia.media-imdb.com/images/M/MV5BMTg1MzIzNDc3Ml5BMl5BanBnXkFtZTgwMDI1MzQxMDE@._V1_SX300.jpg,6278.0,,4.0,15.0,1,1,3.0,Girls Just Want to Have Fun,1985-04-12,Girls Just Want to Have Fun,Comedy,,6326051.0,,14026204.22479621,
2095,1034314.0,The Nazis set up a secret base on the dark side of the moon in 1945 where they hide out and plan to return to power in 2018.,R,True,"English, German",Iron Sky,"Finland, Germany, Australia","Johanna Sinisalo (original story), Jarmo Puskala (original concept), Michael Kalesniko (screenplay), Timo Vuorensola",,6.0,Timo Vuorensola,2012-04-04,"Julia Dietze, Christopher Kirby, Götz Otto, Udo Kier",2012,"Action, Comedy, Sci-Fi",4 wins & 1 nomination.,93.0,movie,http://ia.media-imdb.com/images/M/MV5BMTM2MDg5MzgxNF5BMl5BanBnXkFtZTcwODUzNjMxOA@@._V1_SX300.jpg,64151.0,,4.0,14.0,0,0,3.0,Iron Sky,2012-10-02,Iron Sky,Black Comedy,,0.0,,0.0,
2096,119256.0,"John has lost all his money. He sits outside a diner in the desert when Sydney happens along, buys him coffee, then takes him to Reno and shows him how to get a free room without losing ...",R,True,English,Hard Eight,USA,Paul Thomas Anderson,7.8,7.3,Paul Thomas Anderson,1997-02-28,"Philip Baker Hall, John C. Reilly, Gwyneth Paltrow, Samuel L. Jackson",1997,"Crime, Drama",1 win & 6 nominations.,101.0,movie,http://ia.media-imdb.com/images/M/MV5BODYwMjU0OTYyMF5BMl5BanBnXkFtZTcwMDg5MDgxMQ@@._V1_SX300.jpg,21105.0,,2.0,9.0,1,1,0.0,Hard Eight,1997-02-28,Hard Eight,Drama,,142356.0,,209298.2155625393,
2097,101597.0,"A young writer is interrogated by a sadistic secret policeman. She is accused of embedding political messages in her children's stories. The entire movie takes place in one room, with only ...",R,True,English,Closet Land,USA,Radha Bharadwaj,,7.3,Radha Bharadwaj,1991-03-06,"Alan Rickman, Madeleine Stowe",1991,"Drama, Thriller",1 win.,89.0,movie,http://ia.media-imdb.com/images/M/MV5BMTM1MjMxOTQ4N15BMl5BanBnXkFtZTcwNzI1MzMzMQ@@._V1_SX300.jpg,1786.0,,3.0,10.0,1,1,0.0,Closet Land,1991-01-01,Closet Land,,,259012.0,,450126.6789895988,
2098,123209.0,"A mentally challenged girl proves herself to be every bit as capable as her ""perfect"" sister when she moves into an apartment and begins going to college.",PG-13,True,English,The Other Sister,USA,"Alexandra Rose (story), Blair Richwood (story), Garry Marshall (story), Bob Brunner (story), Garry Marshall (screenplay), Bob Brunner (screenplay)",2.8,6.4,Garry Marshall,1999-02-26,"Juliette Lewis, Diane Keaton, Tom Skerritt, Giovanni Ribisi",1999,"Comedy, Drama, Romance",2 nominations.,129.0,movie,http://ia.media-imdb.com/images/M/MV5BMTc3MDQ5Nzg4NV5BMl5BanBnXkFtZTcwMzg1NTMyMQ@@._V1_SX300.jpg,9003.0,,2.0,8.0,1,1,3.0,"Other Sister, The",1999-02-26,The Other Sister,Romantic Comedy,,27807627.0,,39590072.290517345,
2099,105316.0,N/A,PG-13,True,"English, Zulu",Sarafina!,"South Africa, UK, France, USA","Mbongeni Ngema (play), Mbongeni Ngema (screenplay), William Nicholson",,6.3,Darrell Roodt,1992-10-09,"Leleti Khumalo, Whoopi Goldberg, Miriam Makeba, John Kani",1992,"Drama, Musical",3 nominations.,117.0,movie,http://ia.media-imdb.com/images/M/MV5BMTU5ODI3MzM3NF5BMl5BanBnXkFtZTcwOTcwNDcxMQ@@._V1_SX300.jpg,1237.0,,10.0,41.0,0,0,3.0,Sarafina!,1992-09-18,Sarafina!,Drama,,7306242.0,,12375430.149688631,
2100,101757.0,"Five kids are left home when their mother leaves town on a three-month vacation to Australia, only to have their geriatric babysitter die of a heart attack, leading to the eldest teen, Sue Ellen, to scam her way into taking a job at a hip Los Angeles fashion company to feed and support her needy siblings.",PG-13,True,English,Don't Tell Mom the Babysitter's Dead,USA,"Neil Landau, Tara Ison",,5.9,Stephen Herek,1991-06-07,"Christina Applegate, Joanna Cassidy, John Getz, Josh Charles",1991,Comedy,4 nominations.,102.0,movie,http://ia.media-imdb.com/images/M/MV5BNTU1MjY0MTUzN15BMl5BanBnXkFtZTcwNzE1NTMyMQ@@._V1_SX300.jpg,17967.0,,6.0,23.0,1,1,3.0,Don&#39;t Tell Mom the Babysitter&#39;s Dead,1991-06-07,Don't Tell Mom the Babysitter's Dead,Comedy,,25122195.0,,43658866.01500743,
2101,161081.0,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she's losing her mind.,PG-13,True,English,What Lies Beneath,USA,"Clark Gregg (screenplay), Sarah Kernochan (story), Clark Gregg (story)",5.1,6.6,Robert Zemeckis,2000-07-21,"Michelle Pfeiffer, Katharine Towne, Miranda Otto, James Remar",2000,"Drama, Horror, Mystery",4 wins & 5 nominations.,130.0,movie,http://ia.media-imdb.com/images/M/MV5BMTI5NjkwNDMwN15BMl5BanBnXkFtZTYwMzY2Nzg4._V1_SX300.jpg,83265.0,,7.0,29.0,1,1,3.0,What Lies Beneath,2000-07-21,What Lies Beneath,Thriller/Suspense,90000000.0,155464351.0,,215436013.79452604,124718246.44549762
2102,90738.0,"A federal investigator tracks down a gold digging woman who moves from husband to husband, kills them and collects the inheritance.",R,True,English,Black Widow,USA,Ronald Bass,,6.3,Bob Rafelson,1987-02-06,"Debra Winger, Theresa Russell, Sami Frey, Dennis Hopper",1987,"Crime, Thriller",N/A,102.0,movie,http://ia.media-imdb.com/images/M/MV5BMTU5MDUyMzY2MF5BMl5BanBnXkFtZTcwNjMwMTUyMQ@@._V1_SX300.jpg,5410.0,,2.0,6.0,1,1,3.0,Black Widow,1987-02-06,Black Widow,Thriller/Suspense,,25205460.0,,53021226.45107914,
2103,61418.0,A somewhat romanticized account of the career of the notoriously violent bank robbing couple and their gang.,,True,English,Bonnie and Clyde,USA,"David Newman, Robert Benton",8.1,8.0,Arthur Penn,1967-08-13,"Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman",1967,"Biography, Crime, Drama",Won 2 Oscars. Another 20 wins & 22 nominations.,111.0,movie,http://ia.media-imdb.com/images/M/MV5BMTQzNjI2NDY3MV5BMl5BanBnXkFtZTYwMjE1OTk4._V1_SX300.jpg,66463.0,,8.0,32.0,1,1,3.0,Bonnie and Clyde,1967-08-13,Bonnie and Clyde,Drama,,50700000.0,,360472376.89969605,
2104,300471.0,"When a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy make their way to London with revenge on their minds.",PG-13,True,"English, Mandarin",Shanghai Knights,"USA, Hong Kong","Alfred Gough (characters), Miles Millar (characters), Alfred Gough, Miles Millar",5.8,6.2,David Dobkin,2003-02-07,"Jackie Chan, Owen Wilson, Aaron Taylor-Johnson, Tom Fisher",2003,"Action, Adventure, Comedy",4 nominations.,114.0,movie,http://ia.media-imdb.com/images/M/MV5BMTMxMTgwOTI3Nl5BMl5BanBnXkFtZTYwMTI2NDQ3._V1_SX300.jpg,61549.0,,2.0,6.0,0,0,1.0,Shanghai Knights,2003-02-07,Shanghai Knights,Adventure,50000000.0,60470220.0,,77847836.99240507,64368739.68079252
2105,352248.0,"The story of James Braddock, a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s.",PG-13,True,English,Cinderella Man,USA,"Cliff Hollingsworth (screenplay), Akiva Goldsman (screenplay), Cliff Hollingsworth (story)",6.9,8.0,Ron Howard,2005-06-03,"Russell Crowe, Renée Zellweger, Paul Giamatti, Craig Bierko",2005,"Biography, Drama, History",Nominated for 3 Oscars. Another 14 wins & 26 nominations.,144.0,movie,http://ia.media-imdb.com/images/M/MV5BMTI3OTg5NTkyOV5BMl5BanBnXkFtZTcwNjI4NzIzMQ@@._V1_SX300.jpg,122741.0,,6.0,22.0,1,1,2.0,Cinderella Man,2005-06-03,Cinderella Man,Drama,88000000.0,61649911.0,,75620873.52635553,107942359.7273204
2106,66728.0,"Professor Dooley takes home a duck from his research laboratory as a toy for his son, but soon finds out that it lays golden eggs.",G,True,English,The Million Dollar Duck,USA,"Ted Key (story), Roswell Rogers",,5.6,Vincent McEveety,1971-06-30,"Dean Jones, Sandy Duncan, Joe Flynn, Tony Roberts",1971,"Comedy, Family",N/A,89.0,movie,http://ia.media-imdb.com/images/M/MV5BMTI1ODMyMTU5NV5BMl5BanBnXkFtZTcwMDY5OTcyMQ@@._V1_SX300.jpg,1005.0,,6.0,26.0,1,1,1.0,"Million Dollar Duck, The",1971-01-01,The Million Dollar Duck,,,4000000.0,,23509145.72864322,
2107,260866.0,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret...",R,True,"English, Italian, Chinese",Don't Say a Word,"USA, Australia, Switzerland, Canada","Andrew Klavan (novel), Anthony Peckham (screenplay), Patrick Smith Kelly (screenplay)",3.8,6.3,Gary Fleder,2001-09-28,"Michael Douglas, Sean Bean, Brittany Murphy, Skye McCole Bartusiak",2001,"Crime, Thriller",1 nomination.,113.0,movie,http://ia.media-imdb.com/images/M/MV5BMTI0NDMxMzgyOF5BMl5BanBnXkFtZTcwNDYzODAzMQ@@._V1_SX300.jpg,34598.0,,9.0,39.0,0,0,3.0,Don&#39;t Say A Word,2001-09-28,Don't Say a Word,Thriller/Suspense,50000000.0,54997476.0,,73471099.92013706,66794974.300399765
2108,406759.0,"A woman receives an eye transplant that allows her to see into the supernatural world. Remake of the Hong Kong film ""Jian Gui"".",PG-13,True,"English, Spanish",The Eye,"USA, Canada","Sebastian Gutierrez (screenplay), Yuet-Jan Hui, Oxide Pang Chun, Danny Pang",3.6,5.3,"David Moreau, Xavier Palud",2008-02-01,"Jessica Alba, Alessandro Nivola, Parker Posey, Rade Serbedzija",2008,"Drama, Horror, Thriller",2 wins & 2 nominations.,98.0,movie,http://ia.media-imdb.com/images/M/MV5BMTMyNjg3OTQyM15BMl5BanBnXkFtZTcwMjkyMzU1MQ@@._V1_SX300.jpg,36657.0,,2.0,5.0,0,0,3.0,"Eye, The",2008-02-01,The Eye,Thriller/Suspense,12000000.0,31418697.0,,34817774.907390565,13298237.635019897
2109,1569923.0,"There's a mystery afoot in Gotham City, and Batman must go toe-to-toe with a mysterious vigilante, who goes by the name of Red Hood. Subsequently, old wounds reopen and old, once buried memories come into the light.",PG-13,True,English,Batman: Under the Red Hood,USA,"Judd Winick, Bob Kane (creator)",,8.0,Brandon Vietti,2010-07-27,"Bruce Greenwood, Jensen Ackles, John DiMaggio, Neil Patrick Harris",2010,"Animation, Action, Crime",1 nomination.,75.0,movie,http://ia.media-imdb.com/images/M/MV5BMTMwNDEyMjExOF5BMl5BanBnXkFtZTcwMzU4MDU0Mw@@._V1_SX300.jpg,19789.0,,7.0,30.0,1,1,1.0,Batman: Under the Red Hood,2010-07-27,Batman: Under the Red Hood,Action,,0.0,,0.0,
2110,417001.0,"A forty-something preschool teacher looks to the personals for a change of pace and a relationship, with hilarious results.",PG-13,True,"English, Armenian",Must Love Dogs,USA,"Claire Cook (novel), Gary David Goldberg (screenplay)",4.6,5.9,Gary David Goldberg,2005-07-29,"Diane Lane, John Cusack, Elizabeth Perkins, Christopher Plummer",2005,"Comedy, Romance",1 nomination.,98.0,movie,http://ia.media-imdb.com/images/M/MV5BOTU0ODA0NTM1OF5BMl5BanBnXkFtZTcwODE0MTkyMQ@@._V1_SX300.jpg,21652.0,,7.0,30.0,0,1,2.0,Must Love Dogs,2005-07-29,Must Love Dogs,Romantic Comedy,35000000.0,43894863.0,,53842216.955993704,42931620.34609334
2111,89118.0,"A movie special effects man is hired to fake a real-life mob killing for a witness protection plan, but finds his own life in danger.",R,True,English,F/X,USA,"Robert T. Megginson, Gregory Fleeman",,6.6,Robert Mandel,1986-02-07,"Bryan Brown, Brian Dennehy, Diane Venora, Cliff De Young",1986,"Action, Crime, Thriller",1 nomination.,109.0,movie,http://ia.media-imdb.com/images/M/MV5BMTA1NTUxMjA4NjleQTJeQWpwZ15BbWU3MDY2NTA2NjQ@._V1_SX300.jpg,11124.0,,2.0,6.0,1,1,1.0,F/X,1986-02-07,F/X,Action,,20603715.0,,43973892.3169708,
2112,968264.0,"Mary Surratt is the lone female charged as a co-conspirator in the assassination trial of Abraham Lincoln. As the whole nation turns against her, she is forced to rely on her reluctant lawyer to uncover the truth and save her life.",PG-13,True,English,The Conspirator,USA,"James D. Solomon, James D. Solomon (story), Gregory Bernstein (story)",5.5,7.0,Robert Redford,2011-04-15,"James McAvoy, Robin Wright, Kevin Kline, Evan Rachel Wood",2011,"Crime, Drama, History",1 win & 2 nominations.,122.0,movie,http://ia.media-imdb.com/images/M/MV5BMTczMDI0MzQ3MV5BMl5BanBnXkFtZTcwMjU5NTc0NA@@._V1_SX300.jpg,19676.0,,4.0,15.0,1,1,3.0,"Conspirator, The",2011-04-15,The Conspirator,Drama,25000000.0,11538204.0,Play,12255625.102119215,26554447.083183862
2113,114369.0,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his modus operandi.",R,True,English,Se7en,USA,Andrew Kevin Walker,6.5,8.7,David Fincher,1995-09-22,"Morgan Freeman, Andrew Kevin Walker, Daniel Zacapa, Brad Pitt",1995,"Crime, Mystery, Thriller",Nominated for 1 Oscar. Another 25 wins & 18 nominations.,127.0,movie,http://ia.media-imdb.com/images/M/MV5BMTQwNTU3MTE4NF5BMl5BanBnXkFtZTcwOTgxNDM2Mg@@._V1_SX300.jpg,684731.0,,9.0,38.0,1,1,1.0,Se7en,1995-09-22,Se7en,Thriller/Suspense,30000000.0,100125643.0,,155828276.1675848,46689820.359281436
2114,88247.0,"A human-looking indestructible cyborg is sent from 2029 to 1984 to assassinate a waitress, whose unborn son will lead humanity in a war against the machines, while a soldier from that war is sent to protect her at all costs.",R,True,"English, Spanish",The Terminator,"UK, USA","James Cameron, Gale Anne Hurd, William Wisher Jr. (additional dialogue)",8.4,8.1,James Cameron,1984-10-26,"Arnold Schwarzenegger, Michael Biehn, Linda Hamilton, Paul Winfield",1984,"Action, Sci-Fi",5 wins & 6 nominations.,107.0,movie,http://ia.media-imdb.com/images/M/MV5BODE1MDczNTUxOV5BMl5BanBnXkFtZTcwMTA0NDQyNA@@._V1_SX300.jpg,413023.0,,10.0,43.0,0,0,2.0,"Terminator, The",1984-10-26,The Terminator,Action,6400000.0,38019031.0,,87274383.27179588,14691485.770363102
2115,892318.0,"Sophie dreams of becoming a writer and travels to Verona, Italy where she meets the ""Secretaries of Juliet"".",PG,True,"English, Italian, Spanish",Letters to Juliet,USA,"Jose Rivera, Tim Sullivan",5.0,6.5,Gary Winick,2010-05-14,"Amanda Seyfried, Marcia DeBonis, Gael García Bernal, Giordano Formenti",2010,"Comedy, Drama, Romance",4 nominations.,105.0,movie,http://ia.media-imdb.com/images/M/MV5BMjg0OTU0NDYwNF5BMl5BanBnXkFtZTcwNzUwNTMyMw@@._V1_SX300.jpg,49836.0,,5.0,19.0,0,1,3.0,Letters to Juliet,2010-05-14,Letters to Juliet,Drama,30000000.0,53032453.0,Play,57249116.356532685,32385329.99210843
2116,111333.0,A power hungry sorcerer transforms a princess into a swan by day in this tale of everlasting love.,G,True,English,The Swan Princess,USA,"Richard Rich (story), Brian Nissen (story), Brian Nissen (screenplay)",,6.4,Richard Rich,1994-11-18,"Jack Palance, Howard McGillin, Michelle Nicastro, Liz Callaway",1994,"Animation, Comedy, Family",Nominated for 1 Golden Globe. Another 1 win & 7 nominations.,90.0,movie,http://ia.media-imdb.com/images/M/MV5BMTM4NjUzNjQwM15BMl5BanBnXkFtZTcwNDQ4MTUyMQ@@._V1_SX300.jpg,13567.0,,11.0,46.0,1,1,1.0,"Swan Princess, The",1994-11-18,The Swan Princess,Romantic Comedy,,9771658.0,,15634385.449575923,
2117,106977.0,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt.",PG-13,True,"English, Polish, Spanish",The Fugitive,USA,"Jeb Stuart (screenplay), David Twohy (screenplay), David Twohy (story), Roy Huggins (characters)",8.8,7.8,Andrew Davis,1993-08-06,"Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore",1993,"Action, Adventure, Crime",Won 1 Oscar. Another 12 wins & 23 nominations.,130.0,movie,http://ia.media-imdb.com/images/M/MV5BMTU2OTkxNDA2OV5BMl5BanBnXkFtZTgwMzg3MjkyMTE@._V1_SX300.jpg,175786.0,,8.0,31.0,0,1,2.0,"Fugitive, The",1993-08-06,The Fugitive,Thriller/Suspense,44000000.0,183875760.0,,301623297.8692847,72176044.8807854
2118,108160.0,A recently-widowed man's son calls a radio talk show in an attempt to find his father a partner.,PG,True,English,Sleepless in Seattle,USA,"Jeff Arch (story), Nora Ephron (screenplay), David S. Ward (screenplay), Jeff Arch (screenplay)",7.2,6.8,Nora Ephron,1993-06-25,"Tom Hanks, Ross Malinger, Rita Wilson, Victor Garber",1993,"Comedy, Drama, Romance",Nominated for 2 Oscars. Another 4 wins & 10 nominations.,105.0,movie,http://ia.media-imdb.com/images/M/MV5BNzc0MDkwNjI0NF5BMl5BanBnXkFtZTgwMTY1MjEyMDE@._V1_SX300.jpg,97533.0,,6.0,25.0,1,1,3.0,Sleepless in Seattle,1993-06-25,Sleepless in Seattle,Romantic Comedy,,126680884.0,,207802844.75276297,
2119,307479.0,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.,PG-13,True,English,Solaris,USA,"Stanislaw Lem (novel), Steven Soderbergh (screenplay)",6.5,6.2,Steven Soderbergh,2002-11-27,"George Clooney, Natascha McElhone, Viola Davis, Jeremy Davies",2002,"Drama, Mystery, Romance",2 wins & 8 nominations.,99.0,movie,http://ia.media-imdb.com/images/M/MV5BMTQyNzI3MzMyNF5BMl5BanBnXkFtZTYwNDAyNzk2._V1_SX300.jpg,58744.0,,11.0,48.0,1,1,1.0,Solaris,2002-11-27,Solaris,Drama,47000000.0,14970038.0,,19772622.297052514,62078215.697346136
2120,124819.0,Naive young Mormon Joe Young is recruited to act in porn movies.,,True,English,Orgazmo,"USA, Japan",Trey Parker,4.8,6.2,Trey Parker,1998-10-23,"Trey Parker, Dian Bachar, Robyn Lynne Raab, Michael Dean Jacobs",1998,Comedy,N/A,94.0,movie,http://ia.media-imdb.com/images/M/MV5BMTIyNjU5ODc3M15BMl5BanBnXkFtZTcwMDM4NzcyMQ@@._V1_SX300.jpg,26746.0,,10.0,43.0,1,0,1.0,Orgazmo,1998-10-23,Orgazmo,Comedy,1000000.0,582024.0,,842479.74,1447500.0
2121,1924429.0,An art auctioneer who has become mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.,R,True,"English, French",Trance,"UK, France","Joe Ahearne (screenplay), John Hodge (screenplay), Joe Ahearne (story)",6.1,7.0,Danny Boyle,2013-03-27,"James McAvoy, Vincent Cassel, Rosario Dawson, Danny Sapani",2013,"Crime, Drama, Mystery",4 wins & 2 nominations.,101.0,movie,http://ia.media-imdb.com/images/M/MV5BMjMzNjU1MTg5NF5BMl5BanBnXkFtZTcwMTExMTcwOQ@@._V1_SX300.jpg,60795.0,,3.0,13.0,0,0,0.0,Trance,2013-04-05,Trance,Thriller/Suspense,16000000.0,2322593.0,,2359265.5210526315,16252631.578947369
2122,1253863.0,"Greek general Themistokles leads the charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.",R,True,English,300: Rise of an Empire,USA,"Zack Snyder (screenplay), Kurt Johnstad (screenplay), Frank Miller (graphic novel ""Xerxes"")",5.7,7.5,Noam Murro,2014-03-07,"Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson",2014,"Action, Drama, War",N/A,102.0,movie,http://ia.media-imdb.com/images/M/MV5BMTEwNTU2MjAwMDdeQTJeQWpwZ15BbWU3MDk2Njc2Njk@._V1_SX300.jpg,2605.0,,3.0,10.0,1,1,1.0,300: Rise of an Empire,2014-03-07,300: Rise of an Empire,Action,110000000.0,102557652.0,Play,102557652.0,110000000.0
2123,100758.0,A quartet of mutated humanoid turtles clash with an uprising criminal gang of ninjas.,PG,True,"English, French",Teenage Mutant Ninja Turtles,"USA, Hong Kong","Kevin Eastman (characters), Peter Laird (characters), Bobby Herbeck (story), Todd W. Langen (screenplay), Bobby Herbeck (screenplay)",,6.7,Steve Barron,1990-03-30,"Judith Hoag, Elias Koteas, Josh Pais, Michelan Sisti",1990,"Action, Adventure, Comedy",2 wins & 3 nominations.,93.0,movie,http://ia.media-imdb.com/images/M/MV5BMTk3OTIzODUyOV5BMl5BanBnXkFtZTYwNjgxNjA5._V1_SX300.jpg,52718.0,,3.0,13.0,0,0,2.0,Teenage Mutant Ninja Turtles,1990-03-30,Teenage Mutant Ninja Turtles,Adventure,13500000.0,135265915.0,,248358412.66200942,24787017.26844584
2124,88885.0,The Care Bears watch over a young brother and sister who have lost their trust in humanity. Meanwhile an evil wizard wishes to cover the Earth in concrete.,G,True,English,The Care Bears Movie,Canada,Peter Sauder (screenplay),,5.4,Arna Selznick,1985-03-29,"Mickey Rooney, Jackie Burroughs, Georgia Engel, Sunny Besen Thrasher",1985,"Animation, Adventure, Comedy",1 win & 2 nominations.,77.0,movie,http://ia.media-imdb.com/images/M/MV5BOTEzMzI5MTcxM15BMl5BanBnXkFtZTcwNjEyNzU0MQ@@._V1_SX300.jpg,3515.0,,3.0,13.0,1,0,3.0,"Care Bears Movie, The",1985-03-29,The Care Bears Movie,Adventure,,23934000.0,,53066782.407582946,
