days_to_21,all,felony,misdemeanor,murder,manslaughter,rape,robbery,assault,alcohol,drunk_at_risk,dui
355,5374,1535,3839,12,0,12,82,440,1495,9,906
356,5370,1495,3875,11,2,13,57,423,1543,3,943
357,5351,1551,3800,7,3,10,86,444,1500,7,938
358,5221,1518,3703,8,3,13,79,446,1465,4,927
359,5441,1587,3854,4,2,15,77,457,1451,3,913
360,5409,1538,3871,9,1,9,72,441,1532,4,971
361,5337,1526,3811,6,1,13,83,463,1508,2,943
362,5377,1572,3805,7,3,13,88,471,1521,9,978
363,5380,1528,3852,13,0,23,83,439,1545,1,978
364,5396,1525,3871,11,0,10,95,443,1560,7,933
365,6417,1709,4708,5,3,10,72,571,2066,5,1232
366,6585,1670,4915,5,1,22,90,559,2267,8,1377
367,5641,1530,4111,11,0,10,60,500,1683,5,1020
368,5449,1550,3899,8,2,14,72,445,1509,6,927
369,5268,1524,3744,11,3,8,98,446,1429,3,894
370,5165,1482,3683,12,3,10,71,443,1397,3,898
371,5257,1510,3747,12,1,3,73,459,1442,5,863
372,5155,1509,3646,9,1,14,82,433,1354,4,851
373,5167,1482,3685,16,3,7,81,412,1414,6,909
374,5263,1487,3776,6,1,15,75,466,1509,2,978
375,5386,1519,3867,10,2,15,77,460,1453,3,949
376,5270,1477,3793,15,1,12,77,460,1486,9,894
377,5362,1549,3813,17,1,13,76,477,1487,1,952
378,5342,1488,3854,7,2,11,74,436,1497,6,957
379,5209,1514,3695,12,1,10,82,430,1437,5,891
380,5226,1498,3728,12,0,9,93,451,1389,7,896
381,5282,1544,3738,8,1,14,75,443,1460,1,917
382,5431,1539,3892,10,1,10,86,473,1565,5,988
383,5220,1492,3728,6,3,9,79,464,1464,5,903
384,5213,1486,3727,10,2,11,81,454,1402,4,888
385,5470,1587,3883,8,2,10,74,420,1522,1,954
386,5366,1574,3792,15,2,13,86,444,1517,4,953
387,5311,1544,3767,5,1,15,90,422,1481,6,946
388,5299,1589,3710,4,0,13,79,431,1487,3,973
389,5247,1496,3751,13,2,14,68,443,1453,2,902
390,5278,1495,3783,9,3,8,70,445,1488,5,925
391,5322,1579,3743,14,2,14,77,445,1477,3,955
392,5320,1528,3792,9,2,12,74,438,1549,7,983
393,5276,1574,3702,12,0,17,89,439,1491,6,928
394,5230,1498,3732,14,1,12,65,468,1426,4,895
395,5398,1551,3847,8,0,18,59,456,1540,3,959
396,5223,1482,3741,10,1,10,61,438,1468,5,911
397,5281,1488,3793,12,1,14,76,468,1525,9,952
398,5297,1507,3790,17,0,15,71,413,1500,2,902
399,5332,1518,3814,11,0,13,76,424,1518,4,941
400,5258,1521,3737,9,1,13,83,440,1463,7,942
401,5286,1512,3774,8,2,12,87,421,1473,6,909
402,5246,1485,3761,8,2,10,68,437,1465,9,877
403,5282,1534,3748,7,0,12,78,421,1477,1,955
404,5338,1543,3795,14,3,16,83,449,1431,9,914
405,5223,1529,3694,12,0,14,69,447,1438,6,889
406,5233,1509,3724,10,1,12,68,431,1438,6,886
407,5142,1552,3590,14,1,12,84,418,1407,1,884
408,5137,1455,3682,16,1,23,81,446,1440,4,919
409,5373,1491,3882,6,0,12,74,447,1508,5,978
410,5232,1525,3707,13,3,7,80,456,1410,3,912
411,5285,1543,3742,12,3,16,79,456,1527,9,972
412,5281,1483,3798,7,2,14,90,425,1472,8,948
413,5229,1468,3761,8,0,10,76,433,1530,4,991
414,5134,1459,3675,14,0,15,77,444,1387,8,894
415,5161,1430,3731,5,1,12,77,423,1462,7,896
416,5350,1561,3789,11,1,14,71,481,1427,2,910
417,5221,1468,3753,11,1,11,84,467,1455,4,915
418,5335,1527,3808,12,3,10,84,415,1510,4,958
419,5416,1613,3803,12,0,13,90,466,1526,8,962
420,5226,1503,3723,9,1,13,74,426,1443,4,918
421,5241,1567,3674,5,1,12,78,457,1403,5,885
422,5271,1548,3723,9,0,18,63,481,1429,6,902
423,5313,1511,3802,16,2,11,74,462,1545,5,975
424,5320,1535,3785,13,1,12,85,480,1488,8,932
425,5245,1439,3806,10,0,14,77,454,1470,6,951
426,5347,1549,3798,13,0,15,87,428,1548,3,975
427,5212,1486,3726,15,1,10,95,450,1484,5,886
428,5325,1549,3776,8,2,11,74,462,1483,4,957
429,5196,1468,3728,11,2,15,72,436,1386,1,826
430,5286,1558,3728,8,3,9,87,448,1405,5,897
431,5321,1465,3856,7,2,14,99,462,1483,8,952
432,5368,1539,3829,11,4,14,82,447,1483,6,904
433,5251,1475,3776,12,2,8,69,460,1448,5,903
434,5257,1486,3771,9,2,12,67,402,1500,5,994
435,5316,1470,3846,15,0,6,89,469,1489,4,926
436,5221,1502,3719,9,0,14,81,470,1394,6,890
437,5274,1528,3746,14,1,15,81,434,1477,7,959
438,5307,1459,3848,6,2,15,67,446,1509,4,956
439,5119,1446,3673,8,0,12,61,440,1420,4,938
440,5189,1545,3644,9,0,8,75,421,1414,4,914
441,5208,1496,3712,5,2,13,82,438,1441,10,908
442,5240,1459,3781,13,4,10,72,467,1449,4,939
443,5258,1543,3715,5,0,12,66,420,1482,7,941
444,5299,1519,3780,17,1,9,81,445,1474,2,918
445,5385,1550,3835,5,1,10,97,470,1464,9,944
446,5245,1525,3720,2,1,9,73,428,1477,4,964
447,5314,1561,3753,7,2,19,84,480,1471,5,925
448,5265,1543,3722,12,0,13,68,444,1498,7,969
449,5238,1521,3717,9,0,14,79,442,1484,8,956
450,5309,1536,3773,9,0,9,90,457,1450,5,964
451,5294,1503,3791,9,2,19,78,420,1419,3,907
452,5177,1486,3691,15,0,8,81,403,1475,2,957
453,5189,1530,3659,12,2,11,75,443,1448,6,921
454,5237,1470,3767,10,1,14,66,444,1416,4,925
455,5430,1598,3832,11,0,6,78,486,1495,11,941
456,5354,1503,3851,7,2,13,60,464,1506,10,933
457,5247,1531,3716,8,2,4,79,452,1461,8,940
458,5348,1536,3812,10,2,9,90,436,1516,6,970
459,5240,1533,3707,8,2,25,82,462,1452,5,964
460,5135,1426,3709,5,2,10,64,453,1478,9,937
461,5165,1491,3674,16,1,12,71,423,1461,3,925
462,5206,1562,3644,11,2,9,75,427,1422,7,927
463,5269,1532,3737,8,1,14,71,463,1496,7,944
464,5237,1531,3706,7,1,11,67,432,1339,3,862
465,5192,1450,3742,11,1,7,62,439,1495,5,906
466,5202,1481,3721,6,2,8,62,425,1524,6,968
467,5250,1505,3745,6,3,12,90,422,1425,4,891
468,5253,1495,3758,8,1,12,78,473,1513,7,997
469,5341,1521,3820,8,1,13,69,427,1527,7,994
470,5130,1460,3670,8,2,8,79,436,1338,2,837
471,5322,1554,3768,7,1,9,74,443,1480,2,904
472,5174,1481,3693,10,0,9,78,451,1420,1,908
473,5207,1501,3706,8,0,6,69,476,1463,8,951
474,5063,1429,3634,7,2,10,66,432,1466,2,950
475,5110,1468,3642,12,1,11,72,420,1445,4,904
476,5058,1454,3604,6,4,12,64,425,1416,1,919
477,5284,1524,3760,13,3,17,84,464,1517,7,960
478,5229,1456,3773,4,3,19,74,472,1444,5,909
479,5158,1549,3609,7,2,11,69,424,1421,1,899
480,5164,1457,3707,9,4,8,76,432,1444,4,881
481,5246,1567,3679,9,1,13,72,487,1482,4,954
482,5264,1514,3750,7,1,16,75,481,1470,6,915
483,5242,1479,3763,10,1,14,59,488,1492,7,950
484,5223,1502,3721,8,1,5,84,420,1408,9,897
485,5201,1495,3706,6,1,13,77,489,1376,3,881
486,5186,1504,3682,16,0,12,74,484,1434,5,920
487,5277,1522,3755,13,2,9,76,436,1441,3,941
488,5239,1454,3785,15,3,8,85,455,1471,2,958
489,5236,1466,3770,15,0,13,62,430,1544,2,1001
490,5144,1430,3714,10,1,11,74,416,1458,4,912
491,5193,1525,3668,14,1,13,67,458,1411,4,915
492,5162,1503,3659,8,2,14,69,416,1413,5,908
493,5344,1511,3833,9,2,17,75,424,1532,5,996
494,5141,1497,3644,9,3,12,74,434,1396,3,891
495,5185,1545,3640,8,0,13,74,480,1477,3,962
496,5193,1467,3726,6,0,10,80,445,1446,5,915
497,5131,1428,3703,5,3,13,58,422,1432,2,957
498,5226,1500,3726,9,0,11,70,440,1498,3,956
499,5140,1517,3623,11,2,17,73,421,1475,4,936
500,5217,1454,3763,5,3,17,60,460,1517,5,973
501,5173,1445,3728,11,1,14,66,439,1465,5,918
502,5242,1519,3723,14,1,12,82,452,1480,10,923
503,5239,1507,3732,19,0,13,79,441,1448,3,941
504,5140,1507,3633,11,1,15,66,459,1486,2,968
505,5166,1492,3674,10,1,19,70,457,1429,3,917
506,5209,1528,3681,12,2,15,63,422,1470,4,931
507,5313,1527,3786,7,1,18,87,454,1508,3,957
508,5144,1473,3671,17,2,11,66,409,1439,6,948
509,5164,1514,3650,5,1,13,63,475,1451,4,955
510,5341,1428,3913,12,1,14,71,475,1557,10,1008
511,5229,1521,3708,7,1,19,67,463,1473,5,957
512,5208,1499,3709,7,1,11,68,439,1456,4,948
513,5179,1462,3717,8,1,13,81,452,1466,3,958
514,5233,1458,3775,5,0,4,77,431,1469,6,928
515,5233,1432,3801,18,2,12,73,392,1500,5,978
516,5337,1542,3795,8,1,9,82,455,1504,6,956
517,5151,1472,3679,15,1,11,75,469,1431,8,894
518,5168,1480,3688,8,3,9,71,418,1416,7,914
519,5194,1502,3692,8,2,3,76,476,1521,3,982
520,5071,1463,3608,10,3,11,75,427,1394,6,857
521,5242,1498,3744,11,1,11,94,423,1479,6,919
522,5111,1449,3662,12,1,18,63,441,1429,4,921
523,5256,1497,3759,10,1,11,78,452,1505,6,977
524,5230,1527,3703,8,2,10,79,446,1430,4,906
525,5293,1468,3825,8,1,10,69,453,1451,8,954
526,5047,1470,3577,5,1,12,78,424,1396,9,885
527,5179,1435,3744,10,2,12,76,424,1499,4,977
528,5210,1558,3652,8,2,13,62,434,1454,7,911
529,5150,1478,3672,7,2,14,93,451,1394,5,907
530,5088,1470,3618,11,1,8,70,445,1481,4,929
531,5188,1546,3642,12,2,9,69,445,1406,3,914
532,5249,1487,3762,10,2,8,77,469,1486,4,940
533,5184,1491,3693,9,1,9,77,427,1433,3,925
534,5135,1469,3666,9,2,13,90,409,1475,4,963
535,5235,1424,3811,15,2,10,74,425,1493,5,946
536,5131,1464,3667,11,1,9,61,494,1443,6,934
537,5087,1441,3646,13,1,9,63,438,1436,7,924
538,5185,1480,3705,8,1,9,106,422,1454,9,936
539,5185,1485,3700,8,1,17,76,473,1449,6,918
540,5084,1491,3593,7,1,10,83,411,1421,5,893
541,5118,1455,3663,8,0,12,73,481,1488,5,973
542,5112,1483,3629,11,2,10,83,436,1404,4,870
543,5233,1540,3693,13,1,13,66,444,1482,8,928
544,5199,1459,3740,7,1,16,55,457,1416,1,890
545,5182,1496,3686,10,3,7,84,458,1460,3,939
546,5266,1481,3785,6,1,10,90,454,1496,4,914
547,5229,1477,3752,8,1,10,66,465,1491,2,960
548,5068,1460,3608,5,1,9,77,419,1406,5,915
549,5293,1478,3815,15,3,8,62,440,1483,3,956
550,5253,1515,3738,5,0,12,74,447,1489,4,985
551,5268,1545,3723,13,0,12,88,486,1485,3,940
552,5114,1445,3669,16,3,20,83,407,1404,5,915
553,5128,1513,3615,15,0,15,78,433,1393,5,882
554,5161,1488,3673,5,2,14,62,443,1441,5,921
555,5097,1433,3664,12,1,11,59,425,1400,5,912
556,5265,1520,3745,13,2,10,84,438,1515,7,964
557,5195,1499,3696,16,3,11,71,472,1434,9,926
558,5231,1493,3738,6,1,13,58,447,1518,7,983
559,5316,1468,3848,8,1,14,67,437,1547,6,951
560,5173,1487,3686,9,0,11,88,449,1461,5,920
561,5215,1446,3769,6,3,11,87,427,1536,4,978
562,5173,1507,3666,16,1,8,84,439,1441,9,899
563,5157,1485,3672,8,2,15,62,433,1429,4,936
564,5095,1475,3620,7,3,10,61,480,1420,5,941
565,5060,1470,3590,6,0,13,73,444,1440,5,910
566,5257,1539,3718,12,2,14,78,448,1444,6,932
567,5171,1436,3735,7,1,13,73,395,1520,7,956
568,5210,1495,3715,10,0,15,74,452,1477,8,962
569,5331,1531,3800,11,2,8,81,480,1476,7,939
570,5194,1487,3707,10,1,17,68,451,1473,3,909
571,5053,1466,3587,9,1,9,80,441,1395,9,837
572,5202,1484,3718,10,2,16,63,451,1498,6,978
573,5180,1475,3705,12,1,14,77,445,1427,0,915
574,5070,1408,3662,10,2,16,71,426,1413,4,892
575,5236,1532,3704,19,1,18,73,473,1501,7,945
576,5133,1499,3634,5,2,19,80,465,1417,4,909
577,5105,1449,3656,12,0,12,65,453,1418,7,927
578,5035,1434,3601,6,2,12,51,448,1494,3,970
579,5271,1499,3772,9,1,10,61,448,1579,10,1030
580,5147,1459,3688,12,1,15,61,421,1508,2,978
581,5089,1429,3660,12,3,8,73,442,1478,4,949
582,4992,1466,3526,20,0,13,68,417,1422,7,894
583,5230,1504,3726,15,1,16,55,462,1470,3,946
584,5143,1426,3717,13,0,15,67,434,1509,8,986
585,5228,1497,3731,4,1,12,71,477,1473,3,998
586,5044,1538,3506,11,2,13,73,438,1365,3,869
587,5031,1456,3575,2,3,10,72,437,1392,6,887
588,5107,1539,3568,15,2,16,71,456,1409,7,909
589,5113,1463,3650,8,1,12,73,386,1466,8,921
590,5042,1420,3622,8,5,10,76,423,1436,5,894
591,5103,1417,3686,15,0,16,82,421,1496,4,928
592,5251,1480,3771,11,1,12,72,474,1460,7,953
593,5183,1497,3686,6,1,11,68,434,1400,8,890
594,5218,1516,3702,19,1,9,81,449,1474,6,897
595,5332,1489,3843,6,3,10,87,450,1523,4,969
596,5178,1430,3748,10,0,14,67,460,1488,5,944
597,5264,1503,3761,13,3,17,72,461,1460,8,917
598,5196,1502,3694,12,2,16,69,456,1450,2,935
599,5176,1454,3722,9,0,14,75,417,1519,7,973
600,5105,1413,3692,12,1,11,62,430,1452,9,953
601,5180,1484,3696,4,1,10,68,446,1467,4,968
602,5119,1490,3629,7,3,12,74,430,1477,5,961
603,5103,1501,3602,18,3,15,57,437,1447,2,929
604,5109,1477,3632,5,2,16,88,468,1451,7,941
605,5268,1471,3797,11,1,14,73,455,1437,2,966
606,5050,1471,3579,10,1,12,60,393,1432,3,888
607,5205,1541,3664,9,1,17,66,438,1497,5,967
608,5220,1463,3757,10,2,5,76,420,1498,3,974
609,5146,1512,3634,12,2,13,70,439,1463,5,930
610,5194,1480,3714,8,1,11,85,438,1473,4,944
611,5117,1410,3707,12,1,9,67,432,1509,3,990
612,5231,1514,3717,7,0,12,72,474,1481,4,926
613,5183,1503,3680,12,2,10,82,455,1454,7,915
614,5011,1379,3632,11,0,8,73,431,1485,5,950
615,5187,1511,3676,10,3,16,86,447,1448,4,960
616,5030,1392,3638,18,1,12,65,419,1473,7,935
617,5125,1502,3623,11,1,12,67,441,1430,4,918
618,5099,1494,3605,10,2,10,73,470,1451,6,925
619,5216,1505,3711,3,1,6,69,446,1425,6,912
620,5041,1470,3571,9,1,15,69,440,1443,6,911
621,5144,1487,3657,10,2,10,85,421,1433,4,934
622,5223,1564,3659,1,1,14,79,461,1434,6,918
623,5134,1524,3610,12,0,12,71,467,1433,6,922
624,5200,1480,3720,13,3,11,73,432,1472,7,967
625,5064,1483,3581,8,0,7,59,437,1433,2,911
626,5122,1481,3641,7,2,10,71,463,1453,6,894
627,5164,1482,3682,8,0,8,70,474,1472,5,986
628,5177,1463,3714,8,0,5,58,443,1423,2,917
629,5097,1453,3644,11,1,17,71,425,1456,6,933
630,5100,1408,3692,8,1,8,84,462,1494,7,972
631,5102,1463,3639,8,1,15,79,448,1467,5,978
632,5051,1496,3555,10,2,15,82,422,1434,5,942
633,5117,1484,3633,9,1,12,68,471,1506,7,932
634,5187,1439,3748,10,2,13,66,432,1542,5,1019
635,5019,1476,3543,11,1,10,72,447,1438,0,948
636,5118,1518,3600,8,1,18,86,448,1459,11,944
637,5164,1467,3697,8,1,8,58,467,1519,6,959
638,5063,1465,3598,7,0,9,81,429,1434,3,953
639,5097,1474,3623,6,3,12,73,435,1465,8,968
640,5154,1485,3669,12,1,13,77,461,1414,5,935
641,5182,1477,3705,7,1,10,68,467,1437,5,907
642,5015,1420,3595,8,0,16,72,430,1432,5,895
643,5030,1461,3569,5,2,12,64,433,1414,4,930
644,5106,1449,3657,11,1,12,85,449,1448,7,909
645,5048,1422,3626,6,0,9,58,411,1418,5,899
646,5211,1449,3762,3,1,10,71,459,1413,5,916
647,5028,1417,3611,12,2,8,62,479,1521,10,933
648,5129,1485,3644,5,0,11,80,470,1406,4,914
649,5331,1565,3766,7,0,9,79,481,1543,7,977
650,5015,1432,3583,7,1,7,70,410,1425,3,897
651,5007,1438,3569,8,2,6,57,474,1475,5,967
652,5131,1411,3720,9,4,13,57,409,1506,4,928
653,5110,1470,3640,10,2,11,61,438,1427,3,884
654,5115,1477,3638,12,0,10,74,439,1477,6,924
655,5106,1432,3674,11,1,18,58,451,1433,5,935
656,5091,1510,3581,7,0,12,73,426,1443,6,934
657,5013,1377,3636,5,1,7,62,403,1433,5,915
658,5227,1524,3703,13,4,11,71,484,1457,7,918
659,5174,1489,3685,15,0,8,82,458,1482,1,953
660,5113,1486,3627,7,2,8,68,465,1383,3,913
661,5122,1435,3687,10,3,7,57,407,1462,4,960
662,5013,1404,3609,8,0,7,73,460,1503,9,945
663,5181,1473,3708,9,3,9,71,423,1495,5,983
664,5111,1404,3707,9,2,8,86,432,1494,7,977
665,5052,1462,3590,8,2,14,70,461,1423,5,912
666,5166,1493,3673,18,3,13,83,433,1463,4,959
667,5100,1436,3664,7,1,11,69,455,1505,5,968
668,5049,1458,3591,10,1,11,77,446,1436,7,903
669,5128,1478,3650,8,1,11,75,446,1465,3,938
670,5165,1473,3692,6,0,15,67,450,1476,2,962
671,5131,1493,3638,11,0,12,66,456,1437,3,940
672,5049,1506,3543,11,3,9,59,480,1425,2,927
673,5085,1463,3622,10,0,5,66,466,1431,0,934
674,5233,1486,3747,9,3,10,56,428,1475,7,965
675,5153,1464,3689,11,1,6,52,436,1504,4,955
676,5048,1415,3633,12,3,9,86,400,1478,9,923
677,5092,1460,3632,9,0,12,73,425,1436,3,947
678,5094,1475,3619,11,3,12,64,407,1452,5,914
679,5173,1461,3712,8,0,13,66,420,1521,3,1002
680,5117,1430,3687,11,1,9,64,433,1452,7,945
681,5031,1432,3599,4,2,17,87,421,1430,5,913
682,5156,1464,3692,8,1,8,71,449,1494,4,951
683,5071,1480,3591,12,1,9,64,425,1462,6,935
684,5038,1425,3613,12,2,12,63,431,1469,3,996
685,4990,1416,3574,6,0,16,65,437,1408,6,915
686,5287,1526,3761,6,4,9,74,456,1507,8,954
687,5113,1449,3664,8,0,14,63,450,1509,3,987
688,4999,1479,3520,4,1,14,84,433,1390,3,881
689,5000,1399,3601,12,2,10,64,409,1495,4,963
690,5156,1447,3709,10,3,15,67,463,1458,7,968
691,5050,1420,3630,8,0,12,62,461,1474,7,944
692,5186,1444,3742,6,0,7,77,449,1511,6,992
693,5064,1426,3638,6,2,14,78,427,1483,8,914
694,5142,1512,3630,7,1,11,68,497,1406,5,899
695,5139,1430,3709,10,1,13,65,432,1475,6,945
696,5126,1487,3639,16,0,7,65,413,1458,3,952
697,5084,1377,3707,6,0,10,61,378,1452,0,914
698,5156,1543,3613,12,1,9,72,425,1479,3,937
699,5132,1451,3681,17,1,13,81,425,1481,3,936
700,5048,1413,3635,7,0,6,76,463,1456,11,929
701,5109,1550,3559,14,3,14,68,437,1389,8,882
702,5157,1452,3705,11,1,11,66,420,1536,4,986
703,5077,1418,3659,12,3,15,59,435,1523,3,928
704,5123,1512,3611,5,0,9,66,434,1471,3,978
705,5141,1395,3746,6,1,12,68,455,1553,3,992
706,5099,1436,3663,9,1,11,69,438,1507,3,977
707,5095,1436,3659,11,0,11,72,467,1446,7,947
708,5190,1523,3667,4,2,16,76,430,1475,4,947
709,5025,1473,3552,10,1,10,75,438,1480,6,963
710,5170,1454,3716,8,1,13,77,466,1497,7,970
711,5083,1463,3620,8,3,9,69,449,1472,4,977
712,5214,1482,3732,14,1,10,55,430,1550,5,970
713,5230,1478,3752,10,1,12,69,436,1502,3,949
714,5136,1477,3659,5,0,13,73,418,1508,5,961
715,4990,1427,3563,9,2,14,67,434,1429,9,917
716,5162,1523,3639,8,1,14,72,435,1477,4,971
717,5127,1383,3744,6,0,17,80,420,1450,2,926
718,5194,1502,3692,10,1,17,54,489,1460,4,942
719,5102,1465,3637,10,0,8,82,430,1472,0,977
720,5243,1472,3771,15,0,6,80,439,1486,4,949
721,5192,1498,3694,8,0,11,69,449,1504,3,974
722,5078,1495,3583,10,2,13,83,412,1465,5,951
723,5083,1457,3626,8,0,11,64,442,1446,3,916
724,5094,1458,3636,4,3,14,55,442,1503,2,973
725,5085,1458,3627,14,0,14,71,411,1499,7,963
726,5132,1504,3628,9,0,11,73,435,1465,2,922
727,5141,1440,3701,5,1,12,65,434,1493,2,937
728,5265,1506,3759,8,1,12,69,459,1542,7,974
729,5190,1429,3761,11,2,14,58,435,1528,4,951
730,5829,1538,4291,7,1,9,71,525,1885,5,1192
731,6534,1704,4830,10,2,8,80,611,2266,12,1373
732,5662,1461,4201,7,2,8,73,488,1834,9,1155
733,5119,1510,3609,6,1,16,75,484,1371,3,848
734,5172,1402,3770,7,2,16,59,430,1515,5,947
735,5250,1522,3728,10,1,20,79,450,1476,4,941
736,5156,1467,3689,10,1,7,80,413,1436,5,911
737,5015,1437,3578,9,0,15,65,447,1411,3,886
738,5040,1464,3576,8,0,12,61,450,1420,3,878
739,5105,1500,3605,8,2,10,73,459,1409,3,923
740,5104,1468,3636,4,3,6,55,438,1447,5,932
741,5074,1450,3624,9,0,16,66,451,1501,2,950
742,5159,1466,3693,12,2,13,67,462,1473,5,946
743,5048,1442,3606,15,0,11,76,438,1497,6,964
744,5048,1451,3597,10,5,21,55,465,1462,2,953
745,5062,1413,3649,6,0,8,84,397,1446,5,939
746,5034,1390,3644,8,0,5,64,441,1443,6,945
747,5046,1436,3610,9,2,17,56,467,1395,3,885
748,5200,1420,3780,8,1,16,64,433,1502,11,984
749,5048,1409,3639,5,3,12,65,408,1448,1,936
750,5043,1532,3511,15,0,10,63,458,1396,6,887
751,5078,1408,3670,7,2,9,68,448,1437,10,894
752,5067,1469,3598,6,1,11,82,445,1495,8,950
753,5124,1518,3606,12,0,9,75,483,1378,3,904
754,5131,1538,3593,9,2,11,82,450,1412,3,886
755,5139,1456,3683,6,2,10,73,460,1488,4,973
756,5116,1435,3681,7,3,14,64,427,1457,6,955
757,5128,1438,3690,9,1,18,86,437,1492,9,977
758,5114,1504,3610,13,2,18,71,426,1410,6,883
759,5044,1456,3588,10,2,15,64,405,1463,6,985
760,5142,1492,3650,6,0,11,64,460,1485,4,937
761,5083,1472,3611,9,3,11,73,419,1483,3,944
762,5122,1447,3675,4,0,11,71,453,1487,7,911
763,5101,1433,3668,12,3,14,63,435,1487,1,975
764,5026,1479,3547,9,2,11,79,413,1418,6,954
765,5141,1482,3659,10,0,10,72,420,1435,9,926
766,5091,1499,3592,13,2,10,79,444,1434,4,940
767,5143,1485,3658,9,1,9,67,413,1496,4,976
768,4968,1425,3543,6,2,9,71,436,1482,3,940
769,5072,1445,3627,14,0,11,75,427,1480,6,921
770,4977,1440,3537,6,1,15,52,451,1483,3,972
771,5005,1415,3590,9,0,8,60,418,1437,5,932
772,5060,1473,3587,11,0,9,84,430,1431,5,935
773,5142,1509,3633,7,2,14,56,436,1454,6,948
774,4930,1420,3510,7,3,14,57,425,1408,7,924
775,4896,1391,3505,6,1,14,60,405,1435,6,891
776,5105,1439,3666,6,0,13,68,390,1532,1,970
777,5043,1460,3583,12,0,11,69,464,1426,5,925
778,5147,1528,3619,11,1,10,83,411,1492,6,963
779,5125,1454,3671,8,0,12,78,443,1468,4,943
780,5089,1448,3641,5,2,15,66,414,1432,5,911
781,5103,1438,3665,14,5,9,55,444,1513,6,972
782,5002,1404,3598,6,0,12,74,413,1454,13,928
783,4936,1449,3487,5,1,13,73,427,1387,2,925
784,5131,1444,3687,9,1,9,54,409,1480,4,985
785,5096,1474,3622,8,3,13,85,441,1496,4,954
786,4934,1434,3500,8,0,10,68,451,1380,9,892
787,5032,1432,3600,8,1,10,70,456,1434,6,943
788,4970,1443,3527,8,1,11,69,442,1390,3,908
789,5013,1381,3632,4,0,13,60,457,1469,5,948
790,4976,1375,3601,3,1,3,54,434,1462,2,936
791,5050,1426,3624,8,1,11,54,476,1475,3,940
792,5059,1466,3593,3,0,11,70,481,1397,7,881
793,5147,1430,3717,12,0,19,69,441,1504,9,966
794,5102,1446,3656,7,0,6,82,473,1478,4,937
795,5039,1440,3599,10,2,11,70,460,1509,4,964
796,5077,1473,3604,2,2,12,67,452,1492,7,928
797,4999,1438,3561,10,2,8,77,424,1418,9,914
798,4962,1430,3532,6,2,9,74,459,1388,7,888
799,4979,1441,3538,16,2,7,54,435,1428,7,928
800,4997,1459,3538,9,1,21,70,418,1409,5,929
801,4907,1458,3449,9,1,17,62,447,1421,8,910
802,5044,1442,3602,10,1,10,71,462,1490,6,967
803,5018,1402,3616,8,3,11,94,467,1419,5,942
804,4966,1392,3574,11,0,9,57,449,1440,9,912
805,4977,1448,3529,8,1,12,64,441,1365,3,864
806,4901,1393,3508,5,2,12,66,415,1419,4,921
807,4911,1411,3500,12,0,9,70,415,1363,3,861
808,4971,1484,3487,6,3,10,64,447,1407,3,905
809,5068,1487,3581,5,1,12,60,428,1428,6,945
810,5051,1446,3605,13,1,10,58,436,1427,1,933
811,4877,1400,3477,5,1,7,70,414,1407,6,922
812,4969,1418,3551,14,2,13,74,413,1438,4,906
813,5033,1426,3607,3,0,11,64,423,1432,8,947
814,5025,1422,3603,10,0,12,80,454,1425,5,923
815,4932,1448,3484,10,1,14,60,449,1442,5,944
816,5094,1398,3696,7,0,11,75,456,1482,8,944
817,5018,1453,3565,14,1,11,66,415,1436,2,912
818,5137,1491,3646,8,0,16,69,485,1483,4,955
819,4960,1389,3571,11,1,8,79,446,1419,9,910
820,4939,1392,3547,7,0,10,56,437,1443,3,968
821,4989,1421,3568,8,0,14,63,425,1464,4,982
822,4984,1402,3582,7,2,13,73,437,1435,3,933
823,5121,1487,3634,8,2,17,79,452,1447,5,931
824,5024,1437,3587,7,3,11,57,428,1427,2,920
825,4981,1444,3537,10,3,17,64,425,1449,2,934
826,5125,1455,3670,10,1,12,80,433,1464,4,945
827,4951,1392,3559,9,0,7,72,443,1441,7,929
828,5005,1481,3524,8,0,16,73,459,1437,6,937
829,4967,1395,3572,6,1,19,70,419,1428,5,968
830,5025,1483,3542,9,2,13,65,443,1419,8,926
831,4986,1453,3533,6,0,11,75,435,1446,6,941
832,5017,1446,3571,10,2,7,80,430,1450,2,909
833,5124,1453,3671,4,0,17,62,462,1460,5,945
834,5008,1472,3536,11,1,4,59,462,1370,4,899
835,4931,1431,3500,9,2,5,57,429,1438,5,911
836,5019,1435,3584,12,1,12,60,462,1440,2,937
837,4923,1445,3478,12,0,11,58,453,1479,4,967
838,4929,1429,3500,10,1,10,77,422,1425,4,905
839,4926,1365,3561,10,0,17,61,421,1422,6,948
840,4961,1386,3575,10,3,7,58,446,1390,6,882
841,5017,1435,3582,9,0,4,63,449,1476,7,976
842,5102,1515,3587,10,2,12,66,440,1501,6,988
843,4933,1428,3505,7,2,11,72,415,1405,8,908
844,5001,1402,3599,11,1,14,81,417,1424,5,893
845,4780,1398,3382,4,2,9,73,459,1351,2,910
846,4937,1423,3514,6,2,12,63,418,1420,9,924
847,4943,1413,3530,8,1,14,60,438,1482,11,948
848,4923,1471,3452,9,2,20,63,441,1399,4,919
849,4999,1424,3575,10,3,9,59,439,1385,4,896
850,4905,1396,3509,16,2,14,70,404,1407,6,927
851,5108,1462,3646,5,1,9,76,440,1499,3,960
