"as_of_year","respondent_id","agency_name","agency_abbr","agency_code","loan_type_name","loan_type","property_type_name","property_type","loan_purpose_name","loan_purpose","owner_occupancy_name","owner_occupancy","loan_amount_000s","preapproval_name","preapproval","action_taken_name","action_taken","msamd_name","msamd","state_name","state_abbr","state_code","county_name","county_code","census_tract_number","applicant_ethnicity_name","applicant_ethnicity","co_applicant_ethnicity_name","co_applicant_ethnicity","applicant_race_name_1","applicant_race_1","applicant_race_name_2","applicant_race_2","applicant_race_name_3","applicant_race_3","applicant_race_name_4","applicant_race_4","applicant_race_name_5","applicant_race_5","co_applicant_race_name_1","co_applicant_race_1","co_applicant_race_name_2","co_applicant_race_2","co_applicant_race_name_3","co_applicant_race_3","co_applicant_race_name_4","co_applicant_race_4","co_applicant_race_name_5","co_applicant_race_5","applicant_sex_name","applicant_sex","co_applicant_sex_name","co_applicant_sex","applicant_income_000s","purchaser_type_name","purchaser_type","denial_reason_name_1","denial_reason_1","denial_reason_name_2","denial_reason_2","denial_reason_name_3","denial_reason_3","rate_spread","hoepa_status_name","hoepa_status","lien_status_name","lien_status","edit_status_name","edit_status","sequence_number","population","minority_population","hud_median_family_income","tract_to_msamd_income","number_of_owner_occupied_units","number_of_1_to_4_family_units","application_date_indicator"
2017,"20-8745846","Department of Housing and Urban Development","HUD",7,"FHA-insured",2,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,95,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9502,"Hispanic or Latino",1,"Hispanic or Latino",1,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,NA,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8046,63.97000122,81400,83.36000061,1827,2849,NA
2017,"76-0561995","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,230,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,132,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"20-2928975","Department of Housing and Urban Development","HUD",7,"FSA/RHS-guaranteed",4,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,178,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9502,"Hispanic or Latino",1,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,62,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8046,63.97000122,81400,83.36000061,1827,2849,NA
2017,"57-1175755","Department of Housing and Urban Development","HUD",7,"VA-guaranteed",3,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,237,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,227,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"2888798","Federal Reserve System","FRS",2,"FHA-insured",2,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,159,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9502,"Hispanic or Latino",1,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,44,"Other type of purchaser",9,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8046,63.97000122,81400,83.36000061,1827,2849,NA
2017,"58509","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,288,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,139,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"4093","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,200,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,100,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,1.85,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"20-5973457","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,185,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9502,"Not Hispanic or Latino",2,"No co-applicant",5,"Asian",2,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,37,"Life insurance company, credit union, mortgage bank, or finance company",7,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8046,63.97000122,81400,83.36000061,1827,2849,NA
2017,"606046","Consumer Financial Protection Bureau","CFPB",9,"VA-guaranteed",3,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,337,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,164,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"46-3435079","Department of Housing and Urban Development","HUD",7,"VA-guaranteed",3,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,262,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,NA,"Life insurance company, credit union, mortgage bank, or finance company",7,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"26-0021318","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,136,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Hispanic or Latino",1,"Hispanic or Latino",1,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,43,"Freddie Mac (FHLMC)",3,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"16-1686740","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,176,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Information not provided by applicant in mail, Internet, or telephone application",3,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,58,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"4093","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,216,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,82,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"451965","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home improvement",2,"Owner-occupied as a principal dwelling",1,122,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,43,"Freddie Mac (FHLMC)",3,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"233031","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,109,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Hispanic or Latino",1,"Hispanic or Latino",1,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,305,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"75-2511480","Department of Housing and Urban Development","HUD",7,"FHA-insured",2,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,367,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,164,"Life insurance company, credit union, mortgage bank, or finance company",7,NA,NA,NA,NA,NA,NA,1.82,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"23-2470039","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,147,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,73,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"26-4599244","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,115,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,75,"Freddie Mac (FHLMC)",3,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"18303","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,636,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,415,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,1.9,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"58509","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,205,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Hispanic or Latino",1,"Hispanic or Latino",1,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,54,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"4584","National Credit Union Administration","NCUA",5,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,81,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,36,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"112837","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home improvement",2,"Owner-occupied as a principal dwelling",1,50,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,123,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"16626","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,265,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,96,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"26-0402100","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,222,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,89,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,1.85,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"73-1577221","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,184,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Hispanic or Latino",1,"Hispanic or Latino",1,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,98,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"7197000003","Department of Housing and Urban Development","HUD",7,"FHA-insured",2,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,250,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,281,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"34-1716542","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,394,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,267,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"7197000003","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,119,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,78,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"75-2695327","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,320,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,73,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"20-0353048","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,248,"Preapproval was requested",1,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,72,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"73-1577221","Department of Housing and Urban Development","HUD",7,"VA-guaranteed",3,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,388,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9501,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"Black or African American",3,"",NA,"",NA,"",NA,"",NA,"Black or African American",3,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,93,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8626,34.22999954,81400,91.91000366,2674,3626,NA
2017,"75-2838184","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,179,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9508.02,"Hispanic or Latino",1,"Hispanic or Latino",1,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,65,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,2.15,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,6836,56.74000168,81400,84.37000275,1671,2278,NA
2017,"4093","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,417,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9508.02,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,330,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,6836,56.74000168,81400,84.37000275,1671,2278,NA
2017,"76-0503625","Department of Housing and Urban Development","HUD",7,"FHA-insured",2,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,339,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9508.02,"Hispanic or Latino",1,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,76,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,6836,56.74000168,81400,84.37000275,1671,2278,NA
2017,"7811300008","Department of Housing and Urban Development","HUD",7,"FHA-insured",2,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,367,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9508.02,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,93,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,6836,56.74000168,81400,84.37000275,1671,2278,NA
2017,"58509","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,243,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9508.02,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,183,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,6836,56.74000168,81400,84.37000275,1671,2278,NA
2017,"57-1175755","Department of Housing and Urban Development","HUD",7,"FHA-insured",2,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,144,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9508.02,"Hispanic or Latino",1,"Hispanic or Latino",1,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,48,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,2.09,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,6836,56.74000168,81400,84.37000275,1671,2278,NA
2017,"43-1965151","Department of Housing and Urban Development","HUD",7,"VA-guaranteed",3,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,273,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9508.01,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,110,"Life insurance company, credit union, mortgage bank, or finance company",7,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,7206,76.76000214,81400,58.86999893,1563,2116,NA
