"Marital.status","Application.order","Course","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Curricular.units.1st.sem..credited.","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..evaluations.","Curricular.units.1st.sem..approved.","Curricular.units.1st.sem..grade.","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","Target"
"Facto union",1,9147,1,"Some higher education",110,37,37,"Unskilled worker","Unskilled worker",110,0,0,0,1,0,0,23,0,10,15,15,13,10.9230769230769,0,5,10,10,7,11.1428571428571,0,15.5,2.8,-4.06,"Graduate"
"Divorced",1,8014,0,"Secondary education",133.1,37,37,"Unskilled worker","Other",113,0,0,0,1,0,1,32,0,0,6,18,2,10.3333333333333,0,0,6,7,6,11.5,0,16.2,0.3,-0.92,"Graduate"
"Single",2,9556,1,"Secondary education",137,1,1,"Other","Skilled Workers in Industry, Construction and Craftsmen",124.4,1,0,0,1,0,0,20,1,0,7,8,7,12.7285714285714,0,0,8,8,8,14.625,0,15.5,2.8,-4.06,"Graduate"
"Single",1,9991,0,"Secondary education",150,1,37,"Administrative staff","Other",120,0,0,0,1,1,0,25,0,0,5,6,4,10.5,0,0,5,6,5,12,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9003,1,"Secondary education dropout",133.1,37,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",100,0,0,0,1,1,0,35,0,17,18,20,18,11.5555555555556,0,11,13,13,13,11.6153846153846,0,15.5,2.8,-4.06,"Graduate"
"Single",2,8014,0,"Secondary education",120,19,1,"Personal Services, Security and Safety Workers and Sellers","Other",114.8,1,0,0,1,0,0,19,0,0,6,8,4,10.5,0,0,6,8,4,11.25,0,10.8,1.4,1.74,"Graduate"
"Single",1,9238,1,"Secondary education",133.1,1,38,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",110.5,0,0,0,1,0,0,19,0,0,6,10,6,14.25,0,0,6,7,6,14,0,16.2,0.3,-0.92,"Graduate"
"Single",1,9500,1,"Secondary education",130,19,1,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",130.4,1,0,0,1,0,1,19,0,0,7,7,7,13.8942857142857,0,0,8,8,8,14.3625,0,11.1,0.6,2.02,"Graduate"
"Single",4,9085,1,"Secondary education",135,38,37,"Unskilled worker","Unskilled worker",132.6,1,0,0,1,0,1,19,0,0,5,5,5,13.6,0,0,5,5,5,14.6,0,10.8,1.4,1.74,"Graduate"
"Single",1,8014,0,"Some higher education",150,1,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",146.7,0,0,0,1,0,1,21,0,3,6,6,6,14.6666666666667,0,2,6,6,6,13.8333333333333,0,12.4,0.5,1.79,"Graduate"
"Married",1,9254,1,"Higher education",120,38,37,"Unskilled worker","Intermediate Level Technicians and Professions",120,1,0,0,1,0,0,33,0,9,12,22,10,13.3,0,9,11,11,11,13.7272727272727,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,8014,0,"Higher education",120,19,37,"Personal Services, Security and Safety Workers and Sellers","Intermediate Level Technicians and Professions",121.3,0,0,0,1,0,0,32,0,7,11,13,11,13.4545454545455,0,5,11,13,7,12.4285714285714,0,12.7,3.7,-1.7,"Graduate"
"Married",1,8014,0,"Secondary education",140,19,19,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",102.5,0,0,0,1,0,1,32,0,0,6,6,6,11.3333333333333,0,0,6,8,5,13,0,15.5,2.8,-4.06,"Graduate"
"Married",1,9991,0,"Secondary education",120,37,19,"Unskilled worker","Unskilled worker",135,1,0,0,1,1,0,32,0,0,5,5,5,14.8,0,0,5,5,5,14.2,0,7.6,2.6,0.32,"Graduate"
"Single",2,9070,1,"Secondary education",137,1,1,"Intermediate Level Technicians and Professions","Other",141.2,1,0,1,1,1,0,19,0,0,6,11,5,11.2,0,0,6,7,6,12,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9773,1,"Secondary education",117,1,37,"Personal Services, Security and Safety Workers and Sellers","Unskilled worker",118.4,0,0,0,1,1,1,19,0,0,6,8,6,11.8333333333333,0,0,6,11,3,13,0,15.5,2.8,-4.06,"Graduate"
"Married",1,9991,0,"Secondary education",140,37,37,"Unskilled worker","Unskilled worker",130,1,0,0,1,1,0,30,0,6,10,14,9,12.3333333333333,0,7,10,12,8,12,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9238,1,"Secondary education",133,1,19,"Unskilled worker","Unskilled worker",132,0,0,0,1,1,1,20,0,0,6,11,5,11.1428571428571,0,0,6,9,6,11.5714285714286,0,16.2,0.3,-0.92,"Graduate"
"Single",1,9003,1,"Secondary education",133.1,38,37,"Unskilled worker","Other",120,0,0,0,1,1,0,30,0,0,6,10,6,11.375,0,0,6,10,5,11.6,0,13.9,-0.3,0.79,"Graduate"
"Single",4,9147,1,"Secondary education",123,1,1,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",117.4,1,0,0,1,0,1,18,0,0,5,7,5,12,0,0,5,10,5,11.4,0,8.9,1.4,3.51,"Graduate"
"Single",4,9500,1,"Secondary education",137,19,38,"Unskilled worker","Intermediate Level Technicians and Professions",125,1,0,0,1,0,0,19,0,0,7,7,6,14.6166666666667,0,0,7,7,6,14.6166666666667,0,7.6,2.6,0.32,"Graduate"
"Single",6,9500,1,"Secondary education",136,37,1,"Personal Services, Security and Safety Workers and Sellers","Other",120.8,1,0,0,1,0,0,19,0,6,14,22,7,12.1923076923077,5,6,14,22,7,12.1923076923077,5,7.6,2.6,0.32,"Graduate"
"Single",2,9254,1,"Secondary education",131,1,19,"Unskilled worker","Unskilled worker",130.3,1,0,0,1,0,1,18,0,0,6,6,6,12.8333333333333,0,0,6,7,6,12.3333333333333,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9147,1,"Secondary education",130,37,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",119.9,0,0,0,1,0,1,19,0,0,5,8,5,12.875,0,0,5,6,5,11.8333333333333,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9238,1,"Secondary education",108,19,38,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",110.5,1,0,0,1,0,1,22,0,0,6,6,6,12.1666666666667,0,0,6,6,6,12.5,0,12.4,0.5,1.79,"Graduate"
"Single",4,9500,1,"Secondary education",148,19,19,"Unskilled worker","Intermediate Level Technicians and Professions",125,1,0,0,1,0,0,18,0,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,"Graduate"
"Single",1,9238,1,"Secondary education",138,37,38,"Unskilled worker","Other",134.2,1,0,0,1,0,1,18,0,0,6,6,6,15.1666666666667,0,0,6,7,6,14.1428571428571,0,11.1,0.6,2.02,"Graduate"
"Single",2,9500,1,"Secondary education",147,3,1,"Administrative staff","Intermediate Level Technicians and Professions",136.7,0,0,0,1,0,0,18,0,0,7,7,7,13.9957142857143,0,0,8,9,8,14.9555555555556,0,11.1,0.6,2.02,"Graduate"
"Single",1,9085,1,"Secondary education",132,38,38,"Administrative staff","Unskilled worker",119.1,0,0,0,1,0,0,20,0,0,6,8,6,13.2857142857143,0,0,6,16,6,11.8,0,12.4,0.5,1.79,"Graduate"
"Single",4,171,1,"Secondary education",146,1,1,"Unskilled worker","Personal Services, Security and Safety Workers and Sellers",151.3,1,0,0,1,0,1,19,0,6,12,12,12,12.75,0,4,11,16,11,13.25,0,8.9,1.4,3.51,"Graduate"
"Single",1,9853,1,"Secondary education",133,38,38,"Unskilled worker","Unskilled worker",127.4,0,0,1,1,0,1,18,0,0,7,7,7,12.7142857142857,0,0,7,7,7,12.2857142857143,0,16.2,0.3,-0.92,"Graduate"
"Single",1,9070,1,"Secondary education",133.1,1,1,"Unskilled worker","Unskilled worker",155,0,0,0,1,0,1,21,0,0,6,7,5,13,0,0,6,6,6,12.6666666666667,0,16.2,0.3,-0.92,"Graduate"
"Single",1,9500,1,"Secondary education",150,37,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",136.5,1,0,0,1,0,1,18,0,0,8,8,8,14.50125,0,0,8,8,8,14.50125,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9070,1,"Secondary education",133.1,38,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",128,0,0,0,1,0,1,21,0,0,6,6,6,11.5,0,0,6,6,6,12.3333333333333,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9238,1,"Secondary education",154,38,38,"Unskilled worker","Unskilled worker",156.5,1,1,0,1,0,1,18,0,0,6,8,6,11.7142857142857,0,0,6,6,6,14.6666666666667,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9773,1,"Secondary education",150,19,38,"Unskilled worker","Personal Services, Security and Safety Workers and Sellers",143,0,0,0,1,0,0,18,0,0,6,6,5,13,0,0,6,6,6,13.6666666666667,0,12.7,3.7,-1.7,"Graduate"
"Single",5,9500,1,"Secondary education",141,19,19,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",131.9,1,0,0,1,0,1,18,0,0,7,8,7,13.56875,0,0,8,8,8,14.02625,0,15.5,2.8,-4.06,"Graduate"
"Single",3,9500,1,"Secondary education",139,1,19,"Unskilled worker","Intermediate Level Technicians and Professions",130.3,1,0,0,1,0,1,18,0,0,8,8,8,14.15375,0,0,8,8,8,14.15375,0,9.4,-0.8,-3.12,"Graduate"
"Single",5,9773,1,"Secondary education",110,19,38,"Intermediate Level Technicians and Professions","Personal Services, Security and Safety Workers and Sellers",117.4,1,0,0,1,0,0,20,0,0,6,7,6,13.8333333333333,0,0,6,6,6,12.8333333333333,0,11.1,0.6,2.02,"Graduate"
"Single",4,9500,1,"Secondary education",129,38,37,"Unskilled worker","Personal Services, Security and Safety Workers and Sellers",120,1,0,0,1,0,0,19,0,0,8,8,7,12.4542857142857,0,0,8,8,7,12.4542857142857,0,10.8,1.4,1.74,"Graduate"
"Single",3,9500,1,"Secondary education",138,1,19,"Other","Other",129.3,1,0,0,1,0,1,18,0,0,7,8,6,13.2716666666667,0,0,8,11,7,12.94375,0,12.4,0.5,1.79,"Graduate"
"Single",1,9853,1,"Secondary education",136,38,37,"Unskilled worker","Unskilled worker",126.9,1,0,0,1,0,1,19,0,0,7,7,7,13.2857142857143,0,0,7,7,7,14.4285714285714,0,11.1,0.6,2.02,"Graduate"
"Single",1,9238,1,"Secondary education",139,19,38,"Administrative staff","Unskilled worker",146.7,1,0,0,1,0,1,20,0,0,6,6,6,13.3333333333333,0,0,6,7,6,14,0,15.5,2.8,-4.06,"Graduate"
"Single",1,9500,1,"Secondary education",125,1,1,"Unskilled worker","Other",117,0,0,0,1,0,1,21,0,0,8,8,8,13.2575,0,0,8,8,8,13.2575,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9238,1,"Secondary education",136,19,1,"Administrative staff","Intermediate Level Technicians and Professions",125.2,1,0,0,1,0,0,20,0,0,6,7,6,11.6666666666667,0,0,6,10,6,11.3333333333333,0,7.6,2.6,0.32,"Graduate"
"Single",1,9070,1,"Secondary education",132,19,19,"Other","Other",120,0,0,0,1,0,1,23,0,0,6,6,6,15.3333333333333,0,0,6,6,6,14.1666666666667,0,11.1,0.6,2.02,"Graduate"
"Single",3,9500,1,"Secondary education",147,1,1,"Administrative staff","Other",134.3,1,0,0,1,0,0,18,0,0,8,8,7,14.2,0,0,8,8,7,14.2,0,12.7,3.7,-1.7,"Graduate"
"Single",2,9070,1,"Secondary education",135,1,1,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",129.8,1,0,0,1,0,0,19,0,0,6,6,6,11.8333333333333,0,0,6,7,6,13,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9773,1,"Secondary education",160,1,38,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",146.5,0,0,0,1,0,1,18,0,0,6,7,6,13.4285714285714,0,0,6,10,6,13.5,0,13.9,-0.3,0.79,"Graduate"
"Single",2,9556,1,"Secondary education dropout",133.1,37,37,"Intermediate Level Technicians and Professions","Skilled Workers in Industry, Construction and Craftsmen",117.8,0,0,0,1,0,0,24,0,0,7,10,6,11.4166666666667,0,0,8,9,8,11.9625,0,13.9,-0.3,0.79,"Graduate"
"Single",4,9254,1,"Secondary education",106,37,19,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",116.9,1,0,0,1,0,0,20,0,0,6,7,6,11.5,0,0,6,8,5,12.4,0,11.1,0.6,2.02,"Graduate"
"Single",5,9500,1,"Secondary education",130,19,1,"Unskilled worker","Personal Services, Security and Safety Workers and Sellers",122.1,1,0,0,1,0,1,19,0,0,7,8,7,11.6785714285714,0,0,8,10,7,13.0375,0,12.4,0.5,1.79,"Graduate"
"Single",1,171,1,"Secondary education",141,1,19,"Personal Services, Security and Safety Workers and Sellers","Other",141.4,1,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9773,1,"Secondary education",140,19,37,"Unskilled worker","Other",135.8,1,0,0,1,0,1,19,0,0,6,6,6,13,0,0,6,7,6,13,0,10.8,1.4,1.74,"Graduate"
"Single",2,9500,1,"Secondary education",138,3,3,"Other","Other",127.5,1,0,0,1,0,1,18,0,0,7,7,7,14.4857142857143,0,0,8,9,8,14.5888888888889,0,16.2,0.3,-0.92,"Graduate"
"Single",1,9500,1,"Secondary education",133,1,1,"Administrative staff","Other",100,0,0,0,1,0,0,20,0,1,8,8,7,11.5714285714286,0,1,8,8,7,11.5714285714286,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9238,1,"Secondary education",145,19,1,"Other","Personal Services, Security and Safety Workers and Sellers",127.9,1,0,0,1,0,0,19,0,0,6,7,6,13.7142857142857,0,0,6,6,6,13.1666666666667,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9003,1,"Some higher education",160,37,38,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",160,0,0,0,1,0,1,19,0,0,6,7,6,15.3333333333333,0,0,6,9,6,14,0,15.5,2.8,-4.06,"Graduate"
"Single",1,9238,1,"Secondary education",125,4,3,"Other","Other",119.8,0,0,0,1,0,0,18,0,0,6,9,5,11.5714285714286,0,0,6,8,6,12.1428571428571,0,16.2,0.3,-0.92,"Graduate"
"Single",3,9070,1,"Secondary education",120,3,1,"Administrative staff","Other",116.9,1,0,0,1,0,0,19,0,0,6,6,6,13.5,0,0,6,7,6,13.4285714285714,0,8.9,1.4,3.51,"Graduate"
"Single",1,9853,1,"Secondary education",150,19,19,"Intermediate Level Technicians and Professions","Other",135,0,0,0,1,0,0,29,0,2,8,10,7,11.1428571428571,0,2,8,11,8,11.375,0,12.7,3.7,-1.7,"Graduate"
"Single",6,9500,1,"Secondary education",143,38,19,"Other","Unskilled worker",129.5,1,0,0,1,0,1,18,0,0,8,8,7,13.7985714285714,0,0,8,8,7,13.7985714285714,0,10.8,1.4,1.74,"Graduate"
"Single",1,9085,1,"Secondary education",131,38,38,"Other","Other",125.4,1,0,0,1,0,0,20,0,0,6,13,6,15.6923076923077,0,0,6,13,5,14.4285714285714,0,15.5,2.8,-4.06,"Graduate"
"Single",1,9003,1,"Secondary education",147,1,37,"Administrative staff","Unskilled worker",140.7,1,0,1,1,0,1,20,0,13,18,19,18,15.0526315789474,0,11,13,13,13,14.5384615384615,0,15.5,2.8,-4.06,"Graduate"
"Single",1,9254,1,"Secondary education",135,38,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",139.2,0,0,0,1,1,1,19,0,0,6,6,6,13,0,0,6,6,6,13.1666666666667,0,12.4,0.5,1.79,"Graduate"
"Single",1,9500,1,"Secondary education",133,37,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",121.8,0,0,0,1,1,1,18,0,0,8,8,8,12.93875,0,0,8,8,8,12.93875,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,171,1,"Secondary education",142,37,37,"Unskilled worker","Unskilled worker",132.9,0,0,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9238,1,"Secondary education",106,1,1,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",105,0,0,0,1,1,0,20,0,0,6,9,5,11,0,0,6,9,5,12.1666666666667,0,11.1,0.6,2.02,"Graduate"
"Single",2,9670,1,"Secondary education",128,37,38,"Personal Services, Security and Safety Workers and Sellers","Other",121.7,0,0,0,1,1,1,20,0,0,5,5,5,12.4,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9003,1,"Secondary education",124,38,19,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",116,0,0,0,1,1,0,19,0,0,6,8,6,15.5,0,0,6,10,6,14.1,0,16.2,0.3,-0.92,"Graduate"
"Single",2,9773,1,"Secondary education",140,38,38,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",126.4,1,0,0,1,1,1,18,0,0,6,8,6,12.6666666666667,0,0,6,6,6,13.5,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9670,1,"Secondary education",141,1,1,"Personal Services, Security and Safety Workers and Sellers","Unskilled worker",126.3,0,0,0,1,1,1,18,0,0,6,8,6,12.1666666666667,0,0,6,7,5,13,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9670,1,"Secondary education",131,1,1,"Administrative staff","Unskilled worker",122.3,0,0,0,1,1,0,19,0,0,5,6,5,11.5,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9003,1,"Some higher education",140,19,38,"Other","Skilled Workers in Industry, Construction and Craftsmen",140,1,0,0,1,1,0,19,0,0,6,8,6,12.7142857142857,0,0,6,9,6,13.5,0,12.4,0.5,1.79,"Graduate"
"Single",1,9147,1,"Secondary education",151,1,38,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",137,1,0,0,1,1,0,18,0,0,5,5,5,13.4,0,0,5,5,5,15,0,8.9,1.4,3.51,"Graduate"
"Single",1,9070,1,"Secondary education",139,1,19,"Intermediate Level Technicians and Professions","Unskilled worker",134.9,1,0,0,1,1,0,20,0,0,6,7,6,13.6666666666667,0,0,6,7,6,12.1666666666667,1,16.2,0.3,-0.92,"Graduate"
"Single",3,9500,1,"Secondary education",156,19,37,"Administrative staff","Unskilled worker",132.3,1,0,0,1,1,1,18,0,0,7,7,6,13.2666666666667,0,0,7,7,6,13.2666666666667,0,7.6,2.6,0.32,"Graduate"
"Single",4,9500,1,"Secondary education",143,19,38,"Unskilled worker","Other",131.5,1,0,0,1,1,1,18,0,0,7,8,7,12.5125,0,0,8,8,8,14.1875,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9500,1,"Secondary education",127,2,19,"Intermediate Level Technicians and Professions","Unskilled worker",121.5,0,0,0,1,1,0,23,0,0,7,7,6,13.4833333333333,0,0,7,7,6,13.4833333333333,0,7.6,2.6,0.32,"Graduate"
"Single",1,9085,1,"Some higher education",150,38,38,"Administrative staff","Other",150,1,0,0,1,1,0,20,0,1,6,11,6,13.8,0,1,6,7,6,13.1428571428571,0,16.2,0.3,-0.92,"Graduate"
"Single",5,9773,1,"Secondary education",146,1,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",146.7,1,0,0,1,1,0,19,0,0,6,7,6,13.8333333333333,0,0,6,8,6,13.625,0,7.6,2.6,0.32,"Graduate"
"Married",1,9070,1,"Higher education",140,37,37,"Other","Other",140,1,0,0,1,1,0,38,0,14,18,18,18,14.5,0,13,18,18,18,14.5,0,16.2,0.3,-0.92,"Graduate"
"Single",6,9119,1,"Secondary education",126,19,19,"Other","Intermediate Level Technicians and Professions",116.6,1,0,0,1,1,1,20,0,0,5,6,5,14,0,0,5,7,5,13.8,0,8.9,1.4,3.51,"Graduate"
"Single",1,9119,1,"Secondary education",148,1,38,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",148.7,0,0,0,1,1,0,18,0,0,5,6,5,16.2,0,0,5,8,5,16,0,8.9,1.4,3.51,"Graduate"
"Single",1,9130,1,"Secondary education",140,4,3,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",127.8,0,0,0,1,1,0,18,0,0,6,7,6,14.2857142857143,0,0,6,9,6,14.8571428571429,0,11.1,0.6,2.02,"Graduate"
"Single",1,9670,1,"Secondary education",150,3,37,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",139.5,0,0,0,1,1,1,20,0,0,6,7,6,14.8333333333333,0,0,6,6,6,14.8333333333333,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9003,1,"Some higher education",150,19,1,"Unskilled worker","Other",150,1,0,0,1,1,0,21,0,0,6,12,5,13.625,0,0,6,6,5,12.6,0,13.9,-0.3,0.79,"Graduate"
"Single",1,8014,0,"Secondary education",133.1,3,19,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",119,0,0,0,1,1,0,39,0,3,9,10,9,13.2222222222222,0,2,7,8,7,13.1428571428571,0,8.9,1.4,3.51,"Graduate"
"Single",1,9773,1,"Secondary education",124,38,37,"Unskilled worker","Other",126.8,0,0,0,1,1,1,21,0,0,6,8,5,13.8333333333333,0,0,6,6,4,14,0,13.9,-0.3,0.79,"Graduate"
"Single",2,9238,1,"Secondary education",133,19,38,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",133.7,1,0,0,1,0,0,18,0,0,6,6,6,13.5,0,0,6,6,6,12.1666666666667,0,10.8,1.4,1.74,"Graduate"
"Single",4,9773,1,"Secondary education",109,37,37,"Unskilled worker","Intermediate Level Technicians and Professions",137,1,0,0,1,0,1,18,0,0,6,7,6,12.6666666666667,0,0,6,8,5,12.8,0,10.8,1.4,1.74,"Graduate"
"Single",3,9773,1,"Secondary education",134,2,1,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",129.5,1,0,0,1,1,0,18,0,0,6,7,6,13.1666666666667,0,0,6,7,6,12.6666666666667,0,16.2,0.3,-0.92,"Graduate"
"Single",5,9773,1,"Secondary education",143,1,1,"Other","Skilled Workers in Industry, Construction and Craftsmen",136.7,1,0,0,1,0,0,18,0,0,6,6,6,12.5,0,0,6,6,6,13.8333333333333,0,8.9,1.4,3.51,"Graduate"
"Single",1,9238,1,"Secondary education",143,19,37,"Unskilled worker","Unskilled worker",126.2,1,0,0,1,0,1,21,0,0,6,7,6,13.3333333333333,0,0,6,7,6,13.5,0,12.4,0.5,1.79,"Graduate"
"Single",1,9500,1,"Secondary education",141,1,19,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",131.9,1,0,0,1,0,1,18,0,0,7,7,7,15.1014285714286,0,0,8,8,8,16.09375,0,11.1,0.6,2.02,"Graduate"
"Single",2,9238,1,"Secondary education",140,19,37,"Unskilled worker","Unskilled worker",140.7,1,0,0,1,0,1,18,0,0,6,6,6,13.1666666666667,0,0,6,6,6,16,0,10.8,1.4,1.74,"Graduate"
"Single",2,9147,1,"Secondary education",118,3,19,"Other","Other",113.8,1,0,0,1,0,0,21,0,0,5,9,3,11.6666666666667,0,0,5,9,4,11.75,0,8.9,1.4,3.51,"Graduate"
"Single",1,9670,1,"Secondary education",123,19,19,"Unskilled worker","Other",125.5,0,0,0,0,0,1,19,0,0,6,6,6,13.8333333333333,0,0,6,7,6,14.2857142857143,0,8.9,1.4,3.51,"Graduate"
"Single",3,9500,1,"Secondary education",108,19,1,"Unskilled worker","Intermediate Level Technicians and Professions",107.8,1,0,0,1,0,1,20,0,0,7,10,6,12.3571428571429,0,0,8,9,7,13,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9254,1,"Secondary education",170,37,37,"Administrative staff","Other",138.3,0,0,0,1,0,0,33,0,5,10,14,9,12.4166666666667,0,5,9,14,7,13,0,10.8,1.4,1.74,"Graduate"
"Single",2,9085,1,"Secondary education",157,3,38,"Administrative staff","Other",142.3,0,0,0,1,0,0,18,0,0,5,7,4,12.75,0,0,5,6,4,12.75,0,7.6,2.6,0.32,"Graduate"
"Single",1,9500,1,"Post-graduate studies",141,37,1,"Unskilled worker","Other",145,0,0,0,1,0,0,21,0,12,21,33,18,14.9333333333333,12,12,21,33,18,14.9333333333333,12,7.6,2.6,0.32,"Graduate"
"Single",1,9773,1,"Secondary education",125,3,19,"Other","Intermediate Level Technicians and Professions",125.7,1,0,0,1,0,0,19,0,0,6,6,6,13,0,0,6,7,6,11.6666666666667,0,8.9,1.4,3.51,"Graduate"
"Single",3,9773,1,"Secondary education",150,19,38,"Administrative staff","Other",146.5,1,0,0,1,0,1,20,0,0,6,6,6,13.5,0,0,6,7,6,12.6666666666667,0,11.1,0.6,2.02,"Graduate"
"Single",2,8014,0,"Secondary education",133.1,19,1,"Other","Other",118,0,0,0,1,0,1,20,0,0,6,6,6,11.6666666666667,0,0,6,12,5,14,0,10.8,1.4,1.74,"Graduate"
"Single",1,9085,1,"Secondary education",125,1,37,"Administrative staff","Unskilled worker",117,1,0,0,1,0,1,19,0,0,5,6,4,12,0,0,5,8,5,13.3333333333333,1,10.8,1.4,1.74,"Graduate"
"Single",3,9238,1,"Secondary education",121,38,37,"Other","Other",115.4,1,0,0,1,0,1,19,0,0,6,7,6,11.7142857142857,0,0,6,6,6,11.8333333333333,0,13.9,-0.3,0.79,"Graduate"
"Single",3,9238,1,"Secondary education",133.1,41,1,"Other","Intermediate Level Technicians and Professions",117,1,0,0,1,0,0,21,0,0,6,8,6,12.6666666666667,0,0,6,7,6,12.4285714285714,0,11.1,0.6,2.02,"Graduate"
"Single",1,9070,1,"Secondary education",135,1,38,"Intermediate Level Technicians and Professions","Unskilled worker",126.4,1,0,0,1,0,1,20,0,5,12,12,12,13.25,0,5,12,12,11,12.7272727272727,0,15.5,2.8,-4.06,"Graduate"
"Single",1,9773,1,"Secondary education",135,1,19,"Administrative staff","Other",129.4,1,0,0,1,0,0,18,0,0,6,6,6,12.8333333333333,0,0,6,7,6,12.1666666666667,0,11.1,0.6,2.02,"Graduate"
"Single",5,9500,1,"Secondary education",122,37,3,"Unskilled worker","Other",116.8,1,0,0,1,0,0,20,0,0,7,8,6,13.2714285714286,0,0,8,8,7,14.4714285714286,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9991,0,"Secondary education",143,19,37,"Personal Services, Security and Safety Workers and Sellers","Other",135,0,0,0,1,0,1,20,0,0,5,5,5,12.4,0,0,5,6,5,12.8333333333333,0,10.8,1.4,1.74,"Graduate"
"Single",1,9773,1,"Secondary education",156,3,3,"Other","Other",155,0,0,0,1,0,0,18,0,0,6,7,6,14.2857142857143,0,0,6,8,6,13.25,0,8.9,1.4,3.51,"Graduate"
"Single",1,9085,1,"Secondary education",142,38,38,"Unskilled worker","Other",127,1,0,0,1,0,0,18,0,0,5,7,3,12.3333333333333,0,0,5,9,5,12.6,0,10.8,1.4,1.74,"Graduate"
"Single",1,9500,1,"Secondary education",142,38,37,"Unskilled worker","Other",130.8,1,0,0,1,0,1,19,0,0,7,10,6,12.5833333333333,0,0,8,8,7,12.6714285714286,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9238,1,"Secondary education",133,19,19,"Unskilled worker","Unskilled worker",119.7,1,0,1,1,0,1,19,1,0,6,8,6,12.6666666666667,0,0,6,7,6,12.6666666666667,0,8.9,1.4,3.51,"Graduate"
