"locality","type_of_property","subtype_of_property","price","type_of_sale","number_of_rooms","house_area","fully_equipped_kitchen","furnished","open_fire","terrace","terrace_area","garden","garden_area","surface_of_the_land","surface_of_the_plot_of_land","number_of_facades","swimming_pool","state_of_the_building","construction_year"
8370,"apartment","flat studio","109000","for sale",0,"40",1,"None",0,0,"None",0,"None",NA,"None","2",0,"good","None"
9100,"house","house","215000","for sale",2,"None",0,"None",0,1,"8",1,"None",120,"None","None",0,"as new","1966"
1430,"house","house","180000","for sale",3,"140",1,"None",0,0,"None",0,"None",0,"None","2",0,"just renovated","None"
3650,"apartment","apartment","210000","for sale",2,"90",1,"None",0,1,"40",0,"None",NA,"None","3",0,"good","2009"
2150,"apartment","apartment","249000","for sale",2,"70",1,"None",0,1,"5",0,"None",NA,"None","3",0,"as new","2018"
8400,"house","house","267500","for sale",2,"145",0,"None",0,0,"None",0,"None",150,"None","2",0,"to be done up","None"
3200,"house","house","209000","for sale",2,"None",1,"None",0,0,"None",0,"None",0,"None","2",0,"as new","1953"
4670,"house","house","347500","for sale",3,"155",1,"None",0,0,"None",0,"None",825,"None","4",0,"as new","2021"
8810,"apartment","penthouse","560000","for sale",2,"170",1,"None",0,1,"25",0,"None",NA,"None","3",0,"as new","2008"
2230,"house","villa","649000","for sale",5,"284",1,"None",0,1,"None",0,"None",2737,"None","4",1,"good","1987"
4280,"house","house","247000","for sale",4,"170",0,"None",0,1,"None",0,"None",1600,"None","3",0,"good","None"
5570,"house","house","184000","for sale",2,"120",1,"None",0,1,"24",1,"1715",1836,"None","4",0,"just renovated","1976"
6690,"house","house","144500","for sale",4,"221",1,"None",0,0,"None",0,"None",151,"None","3",0,"good","None"
3200,"house","house","298000","for sale",5,"None",1,"None",0,1,"16",0,"None",11,"None","2",0,"good","1967"
3500,"apartment","apartment","247500","for sale",2,"84",0,"None",0,1,"12",0,"None",NA,"None","None",0,"None","2018"
8200,"house","house","349000","for sale",3,"211",1,"None",0,0,"None",1,"85",331,"None","3",0,"to be done up","1971"
8500,"apartment","apartment","475000","for sale",3,"110",1,"None",0,1,"53",0,"None",NA,"None","2",0,"as new","2021"
1332,"apartment","apartment","950000","for sale",3,"214",1,"None",0,1,"None",0,"None",NA,"None","None",0,"as new","2015"
5650,"house","apartment block","270000","for sale",6,"330",1,"None",0,0,"None",1,"1510",1840,"None","3",0,"good","None"
8800,"house","other property","219500","for sale",2,"None",1,"None",0,0,"None",1,"None",190,"None","3",0,"good","1956"
1731,"house","house","280000","for sale",4,"187",1,"None",0,1,"None",0,"None",85,"None","2",0,"good","None"
1950,"apartment","apartment","397500","for sale",2,"92",1,"None",0,1,"27",0,"None",NA,"None","2",0,"None","2020"
9000,"apartment","apartment","285000","for sale",1,"50",1,"None",0,0,"None",0,"None",NA,"None","4",0,"as new","2006"
9280,"apartment","apartment","189000","for sale",2,"98",1,"None",0,1,"None",0,"None",NA,"None","2",0,"None","1999"
6041,"apartment","apartment","99000","for sale",2,"95",1,"None",0,1,"6",0,"None",NA,"None","None",0,"to be done up","None"
3570,"house","house","295000","for sale",5,"213",0,"None",0,0,"None",0,"None",859,"None","2",0,"to renovate","1958"
7800,"apartment","apartment","279430","for sale",2,"106",1,"None",0,1,"14",0,"None",NA,"None","None",0,"None","2019"
6042,"house","villa","209900","for sale",3,"120",1,"None",0,1,"10",1,"120",340,"None","4",0,"as new","1977"
1190,"apartment","apartment","329000","for sale",1,"70",0,"None",0,1,"8",1,"40",NA,"None","2",0,"just renovated","None"
8870,"house","house","259000","for sale",4,"None",1,"None",0,1,"None",1,"None",238,"None","2",0,"good","1971"
5350,"house","apartment block","495000","for sale",7,"575",0,"None",0,1,"None",1,"None",1448,"None","4",0,"good","None"
1000,"apartment","apartment","515000","for sale",0,"95",0,"None",0,0,"None",0,"None",NA,"None","4",0,"as new","2022"
9100,"apartment","service flat","224500","for sale",2,"78",1,"None",0,1,"5",0,"None",NA,"None","4",0,"as new","None"
9220,"house","house","294000","for sale",2,"None",0,"None",0,1,"None",0,"None",447,"None","3",0,"None","None"
2800,"apartment","service flat","301501","for sale",1,"83",0,"None",0,1,"7",0,"None",NA,"None","2",0,"good","2019"
1050,"apartment","apartment","420000","for sale",2,"110",0,"None",0,1,"20",0,"None",NA,"None","3",0,"None","None"
1620,"house","house","360000","for sale",3,"155",1,"None",0,1,"15",1,"45",145,"None","2",0,"to be done up","1950"
4460,"house","house","108000","for sale",2,"78",0,"None",0,1,"28",0,"None",0,"None","2",0,"None","None"
9050,"house","apartment block","825000","for sale",0,"335",1,"None",0,1,"None",0,"None",160,"None","4",0,"good","1899"
8500,"apartment","penthouse","725000","for sale",2,"178",1,"None",0,1,"34",0,"None",NA,"None","None",0,"as new","None"
5670,"house","apartment block","99000","for sale",4,"200",0,"None",0,0,"None",0,"None",133,"None","4",0,"good","None"
8850,"apartment","apartment","260000","for sale",2,"95",1,"None",0,1,"10",1,"None",NA,"None","None",0,"as new","None"
2100,"apartment","apartment","117500","for sale",2,"65",0,"None",0,0,"None",0,"None",NA,"None","2",0,"to be done up","None"
8620,"apartment","flat studio","185000","for sale",0,"36",1,"None",0,1,"6",0,"None",NA,"None","None",1,"as new","1978"
1050,"house","mixed use building","520000","for sale",4,"200",0,"None",0,0,"None",0,"None",69,"None","2",0,"to renovate","1940"
3128,"house","house","300000","for sale",4,"None",1,"None",0,1,"None",0,"None",900,"None","4",0,"None","1988"
5300,"apartment","ground floor","199000","for sale",2,"60",1,"None",0,1,"12",1,"100",NA,"None","3",0,"as new","2009"
8770,"house","house","235000","for sale",3,"160",0,"None",0,0,"None",1,"None",208,"None","None",0,"as new","1955"
5060,"house","house","199000","for sale",3,"130",0,"None",0,1,"None",0,"None",362,"None","3",0,"good","None"
3545,"house","house","150000","for sale",3,"None",0,"None",0,0,"None",0,"None",6517,"None","4",0,"None","1959"
8610,"house","house","299205","for sale",3,"None",0,"None",0,0,"None",0,"None",408,"None","4",0,"as new","None"
3210,"apartment","apartment","333569","for sale",2,"92",0,"None",0,1,"31",0,"None",NA,"None","2",0,"as new","2020"
6890,"apartment","apartment","194500","for sale",2,"86",1,"None",0,1,"7",0,"None",NA,"None","None",0,"None","2019"
4680,"house","house","215000","for sale",3,"118",0,"None",0,1,"None",1,"350",406,"None","3",0,"good","None"
2950,"house","town house","338000","for sale",3,"180",1,"None",0,0,"None",1,"61",124,"None","2",0,"good","2000"
1190,"apartment","apartment","430000","for sale",3,"140",1,"None",0,1,"None",0,"None",NA,"None","2",0,"good","None"
6060,"house","house","65000","for sale",2,"53",1,"None",0,0,"None",0,"None",0,"None","2",0,"to renovate","None"
9620,"apartment","apartment","203000","for sale",2,"89",1,"None",0,1,"None",0,"None",NA,"None","None",0,"as new","2021"
3600,"apartment","apartment","167000","for sale",1,"63",1,"None",0,1,"8",0,"None",NA,"None","3",0,"as new","2019"
9300,"house","house","229000","for sale",2,"169",1,"None",0,1,"25",1,"240",375,"None","2",0,"to be done up","None"
2060,"apartment","apartment","107000","for sale",1,"28",1,"None",0,0,"None",0,"None",NA,"None","2",0,"good","1940"
7000,"house","mixed use building","495000","for sale",6,"540",1,"None",0,1,"None",0,"None",0,"None","None",0,"good","None"
2223,"house","house","402000","for sale",4,"None",1,"None",0,0,"None",0,"None",1165,"None","None",0,"as new","None"
4280,"house","exceptional property","880000","for sale",4,"None",1,"None",1,0,"None",1,"None",11620,"None","4",1,"None","1970"
9000,"house","house","379000","for sale",4,"154",1,"None",0,0,"None",0,"None",77,"None","2",0,"as new","None"
1731,"apartment","apartment","249000","for sale",3,"115",1,"None",0,1,"5",0,"None",NA,"None","None",0,"as new","1977"
9820,"apartment","service flat","149900","for sale",1,"45",1,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","1999"
4141,"apartment","penthouse","297500","for sale",2,"137",0,"None",0,1,"20",0,"None",NA,"None","3",0,"good","2020"
1400,"house","villa","575000","for sale",4,"185",1,"None",1,1,"None",1,"None",1800,"None","4",0,"good","2000"
9052,"house","house","950000","for sale",7,"470",1,"None",0,1,"None",0,"None",1803,"None","4",1,"good","None"
6792,"house","exceptional property","668000","for sale",5,"435",1,"None",0,1,"None",1,"1200",1200,"None","3",0,"as new","1900"
8301,"house","house","240000","for sale",2,"75",0,"None",0,1,"None",0,"None",0,"None","None",0,"good","2019"
9000,"apartment","penthouse","448000","for sale",2,"None",1,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","None"
7110,"house","mixed use building","140000","for sale",2,"177",1,"None",0,1,"None",0,"None",77,"None","2",0,"good","1957"
7190,"house","house","205000","for sale",3,"150",1,"None",0,0,"None",0,"None",0,"None","2",0,"None","None"
7370,"house","house","155000","for sale",3,"106",1,"None",0,1,"14",1,"102",347,"None","3",0,"good","None"
8670,"apartment","apartment","495000","for sale",2,"122",1,"None",0,1,"58",0,"None",NA,"None","2",0,"as new","2023"
9820,"apartment","apartment","360000","for sale",2,"103",1,"None",0,1,"10",1,"55",NA,"None","None",0,"None","2020"
2500,"apartment","apartment","175000","for sale",1,"66",1,"None",0,1,"9",0,"None",NA,"None","None",0,"as new","None"
8501,"house","house","445000","for sale",3,"528",0,"None",0,0,"None",0,"None",1307,"None","4",0,"good","None"
8300,"apartment","duplex","259000","for sale",2,"62",0,"None",0,0,"None",0,"None",NA,"None","None",0,"None","1996"
4101,"house","mixed use building","129000","for sale",2,"180",1,"None",0,1,"25",1,"94",219,"None","3",0,"to be done up","1948"
5660,"house","house","35000","for sale",4,"75",1,"None",0,1,"None",1,"295",370,"None","4",0,"good","None"
8660,"apartment","apartment","285000","for sale",2,"96",1,"None",0,1,"12",0,"None",NA,"None","2",0,"as new","2019"
6120,"house","house","305000","for sale",4,"330",0,"None",0,1,"53",1,"600",900,"None","4",0,"to be done up","None"
4101,"house","other property","173000","for sale",2,"82",1,"None",0,0,"None",0,"None",85,"None","3",0,"as new","2008"
2550,"house","house","429000","for sale",3,"170",1,"None",0,1,"None",1,"80",167,"None","2",0,"as new","2019"
7800,"house","house","109000","for sale",2,"60",1,"None",0,0,"None",0,"None",60,"None","2",0,"just renovated","None"
1000,"apartment","apartment","199000","for sale",2,"80",1,"None",0,1,"16",0,"None",NA,"None","4",0,"good","1971"
2018,"apartment","apartment","399000","for sale",3,"155",1,"None",0,1,"None",0,"None",NA,"None","2",0,"good","None"
3890,"house","house","139900","for sale",3,"212",1,"None",0,0,"None",1,"None",380,"None","3",0,"to be done up","1956"
2060,"apartment","penthouse","99500","for sale",1,"40",0,"None",0,1,"None",0,"None",NA,"None","2",0,"to renovate","1969"
1350,"house","house","390000","for sale",4,"203",1,"None",0,0,"None",1,"1474",1474,"None","4",0,"good","2009"
4360,"house","house","180000","for sale",3,"239",0,"None",0,0,"None",0,"None",650,"None","4",0,"to renovate","None"
1080,"apartment","flat studio","92000","for sale",1,"42",0,"None",0,0,"None",0,"None",NA,"None","2",1,"good","None"
1435,"house","apartment block","275000","for sale",1,"115",1,"None",0,1,"None",0,"None",153,"None","4",0,"good","2008"
7170,"house","house","219000","for sale",1,"140",1,"None",0,0,"None",0,"None",250,"None","3",0,"good","None"
1150,"house","mixed use building","550000","for sale",3,"245",1,"None",0,1,"12",0,"None",186,"None","2",0,"as new","1955"
5500,"house","house","199000","for sale",6,"300",1,"None",0,1,"30",1,"100",451,"None","None",0,"to be done up","None"
6690,"apartment","duplex","259854","for sale",3,"131",0,"None",0,1,"13",0,"None",NA,"None","4",0,"None","None"
6852,"house","house","273473","for sale",3,"None",0,"None",0,0,"None",1,"None",1109,"None","4",0,"as new","None"
9100,"house","house","425000","for sale",3,"160",1,"None",0,0,"None",1,"144",472,"None","2",0,"good","2007"
2600,"apartment","apartment","269000","for sale",2,"94",1,"None",0,1,"None",1,"190",NA,"None","None",0,"good","None"
8800,"house","house","280000","for sale",5,"None",0,"None",0,0,"None",0,"None",250,"None","4",0,"None","None"
9620,"apartment","apartment","203000","for sale",2,"87",1,"None",0,1,"None",0,"None",NA,"None","None",0,"as new","2020"
3680,"apartment","apartment","140000","for sale",2,"87",1,"None",0,0,"None",0,"None",NA,"None","None",0,"to be done up","1972"
4500,"house","mansion","750000","for sale",4,"350",1,"None",1,1,"71",1,"1600",2000,"None","4",1,"just renovated","1850"
2060,"apartment","apartment","173500","for sale",1,"62",0,"None",0,1,"7",0,"None",NA,"None","None",0,"good","2019"
4180,"house","chalet","135000","for sale",1,"92",1,"None",0,1,"None",0,"None",668,"None","4",0,"good","None"
3700,"house","house","399000","for sale",4,"240",1,"None",1,1,"100",1,"None",1228,"None","4",0,"just renovated","1938"
2630,"house","house","945000","for sale",3,"200",0,"None",0,0,"None",0,"None",820,"None","4",0,"None","2020"
2300,"apartment","apartment","165000","for sale",3,"105",0,"None",0,1,"4",0,"None",NA,"None","2",0,"good","1971"
1490,"house","house","399000","for sale",4,"165",1,"None",0,1,"None",1,"1353",13,"None","4",0,"good","1968"
2100,"house","villa","184000","for sale",3,"131",0,"None",0,0,"None",0,"None",76,"None","None",0,"to renovate","1927"
5300,"house","house","229000","for sale",4,"155",1,"None",0,1,"35",1,"850",998,"None","4",0,"to be done up","None"
3740,"house","house","229000","for sale",3,"206",1,"None",0,0,"None",0,"None",474,"None","4",0,"None","1959"
7130,"house","house","220000","for sale",3,"227",1,"None",0,1,"100",0,"None",100,"None","2",0,"good","None"
8400,"apartment","apartment","135000","for sale",1,"57",1,"None",0,1,"3",1,"None",NA,"None","1",0,"good","1984"
8720,"house","villa","580000","for sale",4,"373",0,"None",0,0,"None",0,"None",2500,"None","4",0,"good","None"
8340,"house","country cottage","535000","for sale",3,"None",1,"None",0,0,"None",0,"None",2335,"None","4",0,"good","1900"
4500,"house","house","145000","for sale",2,"130",1,"None",0,0,"None",1,"166",166,"None","2",0,"None","None"
5080,"house","house","525000","for sale",6,"371",0,"None",1,0,"None",0,"None",1744,"None","3",0,"None","1959"
4791,"house","exceptional property","315000","for sale",8,"303",1,"None",0,0,"None",0,"None",546,"None","4",0,"good","None"
2018,"apartment","loft","519000","for sale",2,"131",1,"None",0,1,"33",1,"61",NA,"None","2",0,"None","1912"
2018,"house","mansion","950000","for sale",4,"500",0,"None",0,0,"None",0,"None",0,"None","None",0,"None","1917"
2580,"apartment","apartment","280000","for sale",2,"72",1,"None",0,1,"11",0,"None",NA,"None","2",0,"as new","2020"
8820,"house","villa","890000","for sale",4,"275",1,"None",0,0,"None",1,"None",6449,"None","4",0,"good","1976"
9230,"house","house","199500","for sale",3,"100",0,"None",0,0,"None",0,"None",60,"None","2",0,"as new","None"
9000,"apartment","ground floor","355000","for sale",2,"None",0,"None",0,1,"None",0,"None",NA,"None","None",0,"as new","2001"
8400,"house","house","339000","for sale",4,"None",1,"None",0,0,"None",1,"None",116,"None","3",0,"good","1961"
3620,"apartment","apartment","214080","for sale",2,"82",1,"None",0,1,"37",0,"None",NA,"None","None",0,"as new","2020"
1180,"apartment","apartment","244500","for sale",1,"74",1,"None",0,1,"14",0,"None",NA,"None","4",0,"None","2021"
7387,"house","house","165000","for sale",4,"None",1,"None",0,1,"None",0,"None",0,"None","3",0,"good","None"
6010,"house","house","85000","for sale",2,"107",0,"None",0,0,"None",0,"None",273,"None","2",0,"None","None"
3500,"apartment","apartment","275000","for sale",3,"102",1,"None",0,1,"None",0,"None",NA,"None","2",0,"good","1964"
3300,"apartment","service flat","239000","for sale",1,"40",0,"None",0,0,"None",0,"None",NA,"None","None",0,"good","2014"
1210,"apartment","apartment","110000","for sale",1,"50",1,"None",0,0,"None",0,"None",NA,"None","2",0,"None","None"
6200,"house","house","149900","for sale",4,"None",1,"None",0,0,"None",0,"None",0,"None","2",0,"None","None"
7500,"house","house","70000","for sale",3,"140",0,"None",0,0,"None",0,"None",0,"None","2",0,"to be done up","None"
2000,"apartment","apartment","898000","for sale",3,"211",1,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","2004"
2870,"apartment","apartment","289500","for sale",2,"126",1,"None",0,1,"26",0,"None",NA,"None","4",0,"None","2018"
2530,"apartment","apartment","230000","for sale",3,"95",0,"None",0,1,"None",0,"None",NA,"None","None",0,"good","None"
3400,"apartment","apartment","195000","for sale",1,"74",1,"None",0,1,"8",0,"None",NA,"None","2",0,"good","2006"
5100,"apartment","apartment","365000","for sale",3,"162",1,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","2018"
1653,"house","house","500000","for sale",4,"210",1,"None",0,1,"45",0,"None",457,"None","3",0,"as new","1931"
8434,"apartment","apartment","185000","for sale",2,"57",1,"None",0,1,"17",0,"None",NA,"None","2",0,"as new","2020"
8800,"apartment","penthouse","571800","for sale",3,"None",0,"None",0,1,"40",1,"None",NA,"None","None",0,"None","2022"
8620,"apartment","apartment","349000","for sale",2,"82",1,"None",0,0,"None",0,"None",NA,"None","2",0,"as new","2017"
7000,"apartment","penthouse","287000","for sale",3,"107",1,"None",0,1,"66",0,"None",NA,"None","3",0,"just renovated","2018"
1300,"house","apartment block","765000","for sale",6,"292",0,"None",0,1,"None",1,"None",860,"None","3",0,"good","None"
3360,"apartment","apartment","420000","for sale",2,"125",1,"None",0,1,"10",0,"None",NA,"None","2",0,"good","1925"
7800,"house","house","309758","for sale",3,"164",1,"None",0,0,"None",1,"358",477,"None","4",0,"None","None"
6800,"house","house","390000","for sale",4,"170",0,"None",0,0,"None",0,"None",800,"None","4",0,"as new","2019"
8420,"apartment","apartment","375000","for sale",3,"108",1,"None",0,0,"None",0,"None",NA,"None","None",0,"None","2004"
1000,"apartment","apartment","297000","for sale",1,"75",1,"None",0,1,"5",0,"None",NA,"None","None",0,"as new","2019"
7000,"house","mixed use building","93500","for sale",0,"60",0,"None",0,0,"None",0,"None",0,"None","1",0,"good","None"
1060,"apartment","apartment","435000","for sale",2,"111",1,"None",0,0,"None",0,"None",NA,"None","2",0,"as new","1990"
8501,"house","house","199000","for sale",4,"None",1,"None",0,0,"None",1,"None",483,"None","None",0,"good","None"
2360,"house","house","249000","for sale",3,"None",1,"None",0,1,"None",0,"None",246,"None","2",0,"good","1987"
1300,"house","house","385000","for sale",3,"148",1,"None",0,0,"None",0,"None",340,"None","2",0,"as new","None"
2100,"apartment","apartment","249900","for sale",2,"150",1,"None",0,1,"10",0,"None",NA,"None","2",0,"good","1992"
8800,"apartment","apartment","249500","for sale",2,"None",0,"None",0,1,"None",0,"None",NA,"None","2",0,"None","1972"
2240,"apartment","penthouse","399000","for sale",3,"168",1,"None",0,1,"85",0,"None",NA,"None","3",0,"as new","2020"
9700,"apartment","apartment","250000","for sale",2,"89",0,"None",0,1,"10",1,"None",NA,"None","3",0,"None","2020"
8301,"apartment","apartment","340000","for sale",2,"69",1,"None",0,1,"5",0,"None",NA,"None","None",0,"good","1990"
3090,"house","villa","625000","for sale",4,"309",1,"None",0,1,"None",0,"None",792,"None","4",0,"as new","2014"
4170,"house","house","160000","for sale",3,"None",0,"None",0,0,"None",0,"None",317,"None","3",0,"None","None"
4030,"house","town house","205000","for sale",3,"130",1,"None",0,1,"10",0,"None",12,"None","2",0,"as new","1960"
1090,"apartment","apartment","369000","for sale",2,"109",1,"None",0,1,"10",0,"None",NA,"None","1",0,"good","1990"
2070,"house","house","529000","for sale",3,"268",1,"None",0,1,"50",1,"190",384,"None","3",0,"as new","2008"
5330,"house","villa","299000","for sale",4,"170",1,"None",1,1,"95",1,"1665",1665,"None","4",0,"None","1979"
7370,"house","house","230000","for sale",4,"206",1,"None",0,0,"None",0,"None",615,"None","4",0,"good","None"
8501,"house","house","160000","for sale",3,"159",1,"None",0,1,"None",1,"None",273,"None","None",0,"to renovate","None"
9100,"house","house","269000","for sale",3,"151",1,"None",0,1,"10",1,"None",98,"None","2",0,"None","None"
5501,"house","country cottage","470000","for sale",4,"272",1,"None",1,1,"20",1,"740",2196,"None","4",0,"good","1850"
1440,"house","house","425000","for sale",3,"165",1,"None",0,1,"32",0,"None",960,"None","None",0,"good","None"
8460,"house","house","298000","for sale",3,"150",1,"None",0,1,"40",1,"400",400,"None","2",0,"None","None"
9300,"apartment","apartment","363000","for sale",3,"121",1,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","2019"
3600,"apartment","apartment","241500","for sale",2,"113",1,"None",0,1,"11",0,"None",NA,"None","None",0,"as new","None"
3590,"house","country cottage","600000","for sale",3,"108",0,"None",0,0,"None",0,"None",21000,"None","None",0,"to renovate","None"
8730,"house","house","309971","for sale",3,"None",1,"None",0,0,"None",0,"None",420,"None","3",0,"as new","2019"
9240,"house","house","265000","for sale",4,"185",1,"None",0,1,"20",1,"180",250,"None","3",0,"to be done up","1920"
2650,"house","house","430000","for sale",3,"150",1,"None",0,0,"None",1,"79",205,"None","2",0,"good","1979"
2960,"apartment","apartment","259000","for sale",2,"70",1,"None",0,1,"24",0,"None",NA,"None","3",0,"good","2015"
2275,"apartment","apartment","262800","for sale",2,"90",1,"None",0,1,"None",1,"None",NA,"None","None",0,"as new","2020"
3470,"house","house","354934","for sale",4,"None",0,"None",0,0,"None",0,"None",2009,"None","None",0,"as new","None"
7782,"house","apartment block","215000","for sale",5,"148",1,"None",0,1,"None",0,"None",381,"None","2",0,"good","None"
2100,"apartment","apartment","319000","for sale",2,"145",1,"None",0,1,"3",1,"75",NA,"None","2",0,"as new","1972"
8400,"apartment","duplex","185000","for sale",2,"103",0,"None",0,0,"None",0,"None",NA,"None","2",0,"good","1957"
1790,"house","mixed use building","429000","for sale",3,"156",1,"None",0,1,"None",0,"None",318,"None","3",0,"good","1967"
9820,"apartment","apartment","315000","for sale",1,"72",0,"None",0,1,"8",1,"None",NA,"None","2",0,"as new","2019"
6941,"house","farmhouse","780000","for sale",2,"230",1,"None",1,1,"40",1,"11000",11000,"None","4",0,"as new","None"
8310,"house","house","269900","for sale",3,"138",1,"None",0,1,"8",1,"None",95,"None","None",0,"just renovated","1930"
1850,"house","mansion","590000","for sale",7,"320",0,"None",0,0,"None",1,"170",0,"None","4",0,"just renovated","1930"
8301,"apartment","apartment","170000","for sale",2,"38",0,"None",0,0,"None",0,"None",NA,"None","2",0,"good","None"
2140,"apartment","apartment","189000","for sale",3,"70",0,"None",0,0,"None",0,"None",NA,"None","None",0,"good","None"
1700,"apartment","duplex","309000","for sale",3,"95",1,"None",0,1,"None",0,"None",NA,"None","2",0,"as new","2006"
9080,"apartment","apartment","242600","for sale",2,"79",1,"None",0,1,"12",1,"12",NA,"None","2",0,"as new","2020"
4900,"house","house","225000","for sale",2,"96",0,"None",0,0,"None",0,"None",0,"None","3",0,"just renovated","None"
9200,"apartment","apartment","355200","for sale",1,"106",1,"None",0,1,"None",0,"None",NA,"None","None",0,"None","2020"
5580,"apartment","apartment","79500","for sale",1,"40",0,"None",0,1,"12",0,"None",NA,"None","4",0,"good","1981"
2220,"house","house","179000","for sale",2,"None",0,"None",0,0,"None",0,"None",980,"None","None",0,"None","1950"
9470,"house","house","249000","for sale",3,"140",1,"None",0,1,"None",1,"None",210,"None","2",0,"just renovated","1971"
9820,"apartment","apartment","195000","for sale",1,"57",0,"None",0,1,"None",0,"None",NA,"None","None",0,"as new","None"
1820,"apartment","apartment","343900","for sale",4,"199",1,"None",0,1,"20",0,"None",NA,"None","None",0,"None","None"
2431,"house","house","100000","for sale",1,"None",0,"None",0,0,"None",0,"None",723,"None","None",0,"None","1977"
6000,"apartment","duplex","89000","for sale",2,"75",1,"None",0,0,"None",0,"None",NA,"None","None",0,"good","1960"
6940,"house","country cottage","360000","for sale",4,"175",1,"None",1,0,"None",0,"None",0,"None","3",0,"good","None"
7080,"apartment","apartment","168000","for sale",2,"96",1,"None",0,1,"9",0,"None",NA,"None","3",0,"None","2020"
8630,"apartment","apartment","325000","for sale",3,"170",0,"None",0,1,"10",0,"None",NA,"None","3",0,"good","None"
8000,"house","house","785000","for sale",5,"293",0,"None",0,0,"None",0,"None",104,"None","None",0,"as new","1922"
2620,"apartment","apartment","203850","for sale",2,"72",0,"None",0,1,"17",0,"None",NA,"None","None",0,"None","2020"
8790,"apartment","penthouse","249375","for sale",2,"99",0,"None",0,1,"11",1,"None",NA,"None","None",0,"None","2018"
3630,"apartment","apartment","248090","for sale",2,"110",1,"None",0,0,"None",1,"48",NA,"None","None",0,"None","2020"
3630,"house","house","285000","for sale",3,"201",0,"None",0,0,"None",0,"None",310,"None","3",0,"None","None"
2060,"apartment","apartment","163500","for sale",1,"62",0,"None",0,1,"6",0,"None",NA,"None","3",0,"good","2019"
1080,"apartment","apartment","215000","for sale",2,"95",1,"None",0,1,"4",0,"None",NA,"None","None",0,"as new","2009"
8340,"apartment","apartment","325000","for sale",2,"91",0,"None",0,1,"None",1,"None",NA,"None","None",0,"as new","2015"
1200,"apartment","duplex","597500","for sale",3,"200",1,"None",0,1,"None",0,"None",NA,"None","None",0,"None","2006"
8647,"house","house","280200","for sale",3,"None",1,"None",0,1,"None",0,"None",0,"None","None",0,"as new","None"
1200,"house","apartment block","775000","for sale",5,"220",0,"None",0,1,"40",0,"None",185,"None","2",0,"good","None"
3290,"house","house","265000","for sale",3,"219",1,"None",0,1,"26",1,"15",140,"None","2",0,"good","1936"
4900,"house","house","309000","for sale",4,"180",1,"None",1,1,"36",1,"375",548,"None","4",0,"as new","2005"
2880,"apartment","apartment","175000","for sale",1,"49",1,"None",0,1,"35",0,"None",NA,"None","2",0,"as new","2019"
4837,"house","house","319950","for sale",4,"131",1,"None",0,1,"24",0,"None",283,"None","3",0,"as new","None"
1770,"apartment","apartment","235000","for sale",3,"None",0,"None",0,1,"None",0,"None",NA,"None","None",0,"to be done up","None"
1325,"apartment","apartment","285000","for sale",2,"97",1,"None",0,0,"None",1,"600",NA,"None","4",0,"as new","None"
8670,"apartment","apartment","219000","for sale",2,"77",1,"None",0,1,"3",0,"None",NA,"None","None",0,"as new","None"
5660,"house","house","42500","for sale",3,"62",1,"None",0,0,"None",1,"None",30,"None","2",0,"None","None"
7090,"apartment","apartment","80000","for sale",1,"55",1,"None",0,1,"8",0,"None",NA,"None","2",0,"None","None"
9940,"house","house","460000","for sale",6,"300",1,"None",0,0,"None",0,"None",691,"None","4",0,"to be done up","1969"
4730,"house","house","298800","for sale",3,"150",0,"None",0,0,"None",0,"None",487,"None","3",0,"None","None"
1140,"apartment","apartment","225000","for sale",1,"70",1,"None",0,1,"25",1,"52",NA,"None","4",0,"as new","2022"
5300,"house","house","260000","for sale",4,"190",1,"None",0,1,"None",0,"None",124,"None","2",0,"to renovate","1920"
9240,"house","other property","55000","for sale",1,"None",0,"None",0,0,"None",0,"None",60,"None","2",0,"None","None"
1435,"apartment","apartment","208000","for sale",1,"62",1,"None",0,1,"9",0,"None",NA,"None","1",0,"as new","2020"
1500,"apartment","apartment","669000","for sale",6,"340",0,"None",0,0,"None",0,"None",NA,"None","3",0,"good","None"
9800,"apartment","apartment","290000","for sale",2,"94",0,"None",0,1,"None",0,"None",NA,"None","None",0,"None","None"
2800,"house","house","440900","for sale",3,"208",1,"None",0,0,"None",0,"None",578,"None","3",0,"as new","2020"
2440,"house","house","291025","for sale",3,"None",0,"None",0,0,"None",0,"None",370,"None","None",0,"None","None"
9340,"apartment","apartment","219000","for sale",3,"110",1,"None",0,0,"None",0,"None",NA,"None","2",0,"good","1998"
9100,"apartment","apartment","449000","for sale",2,"190",1,"None",0,1,"25",0,"None",NA,"None","2",0,"as new","None"
6010,"house","house","130000","for sale",2,"100",1,"None",0,1,"15",1,"100",150,"None","2",0,"just renovated","None"
6150,"house","villa","250000","for sale",3,"110",1,"None",0,1,"40",1,"1800",1900,"None","4",0,"good","1969"
7301,"house","house","65000","for sale",2,"None",0,"None",0,0,"None",0,"None",37,"None","2",0,"None","None"
8820,"apartment","apartment","241000","for sale",2,"None",0,"None",0,1,"None",0,"None",NA,"None","None",0,"None","None"
